r_ID,Status_Description,MCAT,GPA_Science,GPA_Overall,CASPer,Gender,Ethnicity
3370,Reject After Interview,503,3.92,3.95,-1.2,Female,White/Caucasian
3371,Reject Incomplete,480,3.52,3.56,,Female,African American
3372,Reject Before Interview,493,3.32,3.53,,Male," Hispanic, Latino, or of Spanish origin; Mexican/Chicano"
3373,Withdrawal Before Interview,514,4,4,0.66,Female,White/Caucasian
3374,Reject Before Interview,515,3.8,3.83,-0.27,Male,Asian
3375,Reject After Interview,498,3.88,3.83,0.24,Female,White/Caucasian
3376,Reject Before Interview,514,3.77,3.75,-0.11,Female,Asian
3377,Withdrawn Through Match,503,3.88,3.95,-0.32,Female,Hispanic
3378,Reject Incomplete,494,3.28,3.53,-0.15,Female,Asian
3379,Reject Before Interview,518,3.84,3.88,-0.11,Female,Asian
3380,Withdrawal Before Interview,520,3.55,3.66,1.56,Female,Asian
3381,Reject After Interview,509,3.92,3.93,-1.87,Male,Hispanic
3382,Reject Before Interview,501,3.56,3.27,-1.62,Male,Asian
3383,Reject After Interview,518,3.65,3.77,1.19,Female,White/Caucasian
3384,Reject Before Interview,493,3.64,3.37,-2.01,Male,White/Caucasian
3385,Reject Incomplete,515,3.63,3.74,-1.17,Male,Hispanic
3386,Reject Incomplete,,3.29,3.53,-0.35,Male,Asian
3387,Reject Incomplete,513,3.68,3.79,,Male,Asian
3388,Reject Before Interview,490,3.49,3.51,-0.16,Female,Hispanic
3389,Reject Before Interview,501,3.31,3.54,-0.02,Female,Multiple
3390,Reject Before Interview,505,3.2,3.45,-1.41,Female,Asian
3391,Reject Before Interview,514,3.49,3.62,0.42,Female,Asian
3392,Reject Before Interview,511,3.68,3.76,0.78,Female,White/Caucasian
3393,Reject Before Interview,510,3.22,3.29,-0.28,Male,Hispanic
3394,Reject Incomplete,506,3.44,3.6,-1.07,Female,Hispanic
3395,Withdrawn Through Match,517,4,4,-0.44,Female,Unreported
3396,Reject After Interview,515,3.95,3.98,-0.31,Male,White/Caucasian
3397,Reject Before Interview,502,3.88,3.93,0.81,Male,White/Caucasian
3398,Reject Before Interview,510,3.39,3.63,1.29,Male,Hispanic
3399,Reject Before Interview,509,3.75,3.81,-0.81,Female,Asian
3400,Reject Before Interview,514,3.75,3.85,-0.36,Female,Asian
3401,Reject Before Interview,504,4,4,,Male,White/Caucasian
3402,Reject Incomplete,508,3.86,3.89,-0.19,Female,White/Caucasian
3403,Reject Before Interview,489,2.89,3.09,-0.09,Female,Asian
3404,Reject Before Interview,500,2.96,3.06,-1.13,Female,Hispanic
3405,Reject Before Interview,506,3.39,3.53,-0.37,Female,Unreported
3406,Matriculated,520,3.68,3.82,-0.17,Male,White/Caucasian
3407,Reject Before Interview,514,3.84,3.88,0.67,Male,Asian
3408,Withdrawn After Acceptance,518,3.32,3.53,0.95,Male,Hispanic
3409,Reject Before Interview,520,3.46,3.71,1.33,Female,White/Caucasian
3410,Withdrawal Before Interview,514,3.25,3.51,0.69,Male,Asian
3411,Reject Before Interview,502,3.52,3.59,-0.65,Female,African American
3412,Reject Before Interview,506,3.08,3.03,0.21,Male,African American
3413,Reject Before Interview,494,2.78,3.08,-1.15,Female,Hispanic
3414,Reject Before Interview,506,3.95,3.89,-0.53,Male,White/Caucasian
3415,Reject Before Interview,504,3.1,3.46,-0.88,Female,Hispanic
3416,Reject Before Interview,514,3.46,3.6,-0.64,Male,White/Caucasian
3417,Reject Before Interview,506,3.63,3.69,0.06,Male,Asian
3418,Reject Before Interview,504,3.77,3.82,-0.24,Female,African American
3419,Reject After Interview,501,3.66,3.83,0.44,Female,Hispanic
3420,Reject Before Interview,519,3.77,3.75,0.45,Male,White/Caucasian
3421,Withdrawn Through Match,514,4,4,0.3,Female,White/Caucasian
3422,Reject Before Interview,499,4,3.98,0.68,Female,White/Caucasian
3423,Reject Before Interview,498,3.62,3.71,0.89,Male,Hispanic
3424,Reject Before Interview,503,3.08,3.25,0.37,Male,Hispanic
3425,Matriculated,502,3.43,3.67,0.19,Female,African American
3426,Reject Before Interview,503,3.71,3.79,,Male,White/Caucasian
3427,Reject Before Interview,515,3.66,3.27,-0.23,Male,Multiple
3428,Reject Incomplete,506,3.69,3.75,0.58,Female,Asian
3429,Reject Incomplete,511,3.82,3.82,-1.55,Male,Asian
3430,Matriculated,517,4,4,0.52,Male,Asian
3431,Withdrawn After Acceptance,512,3.81,3.89,-0.25,Male,White/Caucasian
3432,Reject Before Interview,512,3.6,3.71,1.39,Male,Hispanic
3433,Reject Before Interview,506,3.44,3.59,0.59,Female,Asian
3434,Withdrawn Through Match,518,4,4,1.41,Male,Asian
3435,Withdrawal Before Interview,515,3.61,3.78,-0.32,Female,Asian
3436,Reject After Interview,506,3.38,3.58,0.34,Male,White/Caucasian
3437,Withdrawn Through Match,508,3.83,3.82,-0.73,Female,White/Caucasian
3438,Matriculated,513,3.54,3.6,-0.88,Male,Asian
3439,Withdrawal Before Interview,,3.5,3.69,-1.69,Female,Asian
3440,Reject Before Interview,506,3.93,3.97,-1.06,Male,White/Caucasian
3441,Matriculated,512,3.63,3.74,0.17,Female,White/Caucasian
3442,Reject Before Interview,502,3.91,3.93,-0.99,Male,White/Caucasian
3443,Reject Incomplete,493,3.22,3.6,-0.57,Female,Hispanic
3444,Reject After Interview,509,3.88,3.95,0.05,Female,White/Caucasian
3445,Reject Before Interview,501,3.28,3.36,-0.57,Male,Hispanic
3446,Reject Before Interview,516,3.94,3.92,-0.37,Male,Hispanic
3447,Reject Before Interview,494,3.87,3.91,-0.06,Male,White/Caucasian
3448,Reject Incomplete,514,3.96,3.98,0.2,Female,Unreported
3449,Reject Before Interview,514,3.52,3.77,1.25,Male,Hispanic
3450,Reject Before Interview,501,3.63,3.34,-0.21,Male,White/Caucasian
3451,Reject Before Interview,504,3.43,3.5,-1.24,Female,Hispanic
3452,Reject Incomplete,,2.99,3.3,,Male,Hispanic
3453,Reject Before Interview,498,3.15,3.52,0.8,Female,Asian
3454,Reject Incomplete,500,3.79,3.89,0.27,Female,White/Caucasian
3455,Reject Incomplete,497,3.71,3.7,,Female,Asian
3456,Reject Before Interview,507,4,3.92,1.37,Male,Unreported
3457,Reject Before Interview,500,3.33,3.57,0.01,Female,Multiple
3458,Reject Incomplete,516,3.96,3.97,0.47,Female,White/Caucasian
3459,Withdrawn by School,504,3.22,3.37,,Female,African American
3460,Reject Before Interview,498,3.82,3.75,-0.71,Male,White/Caucasian
3461,Reject Before Interview,501,3,3.38,-0.6,Male,Asian
3462,Reject Before Interview,510,4,4,,Male,Asian 
3463,Reject Incomplete,497,3.4,3.54,,Female,Asian
3464,Reject Incomplete,,4,3.93,-1.63,Female,Asian
3465,Reject Incomplete,479,2.36,2.55,,Female,Hispanic
3466,Prelim Reject,487,3.75,3.73,,Male,Asian
3467,Reject Before Interview,510,3.33,3.4,-0.46,Male,White/Caucasian
3468,Reject Before Interview,489,2.71,3.03,,Male,White/Caucasian
3469,Reject Before Interview,507,3.54,3.78,1.33,Female,White/Caucasian
3470,Reject After Interview,510,3.63,3.67,0.04,Male,Unreported
3471,Reject Before Interview,515,4,4,0.69,Female,Multiple
3472,Reject Before Interview,501,3.52,3.53,0.53,Male,Hispanic
3473,Reject Before Interview,511,3.89,3.5,0.17,Male,White/Caucasian
3474,Reject Incomplete,499,3.75,3.68,-1.11,Female,Multiple
3475,Reject Before Interview,484,3.66,3.78,0.01,Female,Hispanic
3476,Reject Before Interview,505,3.99,3.99,-1.35,Male,African American
3477,Reject Before Interview,504,3.43,3.44,-0.48,Male,Hispanic
3478,Reject Before Interview,502,3.8,3.85,1.31,Female,Unreported
3479,Matriculated,509,3.4,3.56,0.96,Female,Hispanic
3480,Reject Before Interview,503,3.36,3.63,-0.23,Female,White/Caucasian
3481,Reject Before Interview,502,3.7,3.73,0.37,Male,Asian
3482,Reject Before Interview,513,3.39,3.46,-1.25,Male,White/Caucasian
3483,Reject Before Interview,497,2.99,3.24,0.97,Female,Hispanic
3484,Reject Before Interview,492,2.57,3.08,0.6,Female,Asian
3485,Reject Before Interview,498,3.22,3.53,0.46,Male,White/Caucasian
3486,Reject Before Interview,503,3.63,3.68,0.02,Female,Asian
3487,Reject Before Interview,511,3.6,3.71,0.76,Female,Asian
3488,Reject Before Interview,507,3.93,3.93,-2.59,Female,Asian
3489,Reject Incomplete,,3.59,3.6,-0.81,Male,White/Caucasian
3490,Reject Before Interview,485,2.55,2.87,-1.89,Male,White/Caucasian
3491,Reject Before Interview,498,3.54,3.65,-1.06,Female,White/Caucasian
3492,Reject Before Interview,508,2.98,3.18,0.42,Female,White/Caucasian
3493,Reject Before Interview,504,3.86,3.88,0.15,Female,White/Caucasian
3494,Reject Before Interview,516,3.66,3.74,0.54,Female,Asian
3495,Reject Before Interview,500,3.58,3.75,-0.94,Female,Unreported
3496,Reject After Interview,519,4,4,1.11,Male,White/Caucasian
3497,Reject Incomplete,504,3.07,3.26,0.02,Female,Hispanic
3498,Reject Before Interview,518,3.93,3.94,1.3,Male,White/Caucasian
3499,Reject Incomplete,519,3.55,3.77,,Female,Unreported
3500,Withdrawn Through Match,508,3.57,3.74,0.26,Male,White/Caucasian
3501,Reject Incomplete,507,3.58,3.47,-0.38,Female,White/Caucasian
3502,Reject Before Interview,487,2.92,3.08,-0.34,Male,White/Caucasian
3503,Matriculated,506,3.77,3.8,-2.01,Male,White/Caucasian
3504,Reject Before Interview,506,3.35,3.43,1.56,Male,Asian
3505,Reject Incomplete,510,3.91,3.85,0.67,Female,White/Caucasian
3506,Reject Incomplete,484,3.23,3.37,,Female,White 
3507,Reject Before Interview,501,3.66,3.82,0.76,Female,Asian
3508,Reject Before Interview,508,3.53,3.77,0.51,Female,White/Caucasian
3509,Withdrawn After Acceptance,513,3.94,3.94,0.2,Female,White/Caucasian
3510,Reject Before Interview,512,3.49,3.7,1.97,Male,Asian
3511,Reject Before Interview,505,3.41,3.54,-0.17,Male,Hispanic
3512,Reject Before Interview,,4,4,0.05,Female,Asian
3513,Reject Before Interview,515,3.92,3.9,0.35,Male,Asian
3514,Reject Incomplete,505,3.7,3.81,,Female,Hispanic
3515,Reject Before Interview,500,2.99,3.34,-0.99,Female,Asian
3516,Reject Before Interview,503,3.52,3.43,-1.06,Male,Hispanic
3517,Reject Before Interview,512,3.92,3.96,-0.78,Male,White/Caucasian
3518,Reject Before Interview,,3.59,3.7,-0.71,Female,African American
3519,Reject Before Interview,504,3.96,3.97,-0.95,Female,Hispanic
3520,Reject After Interview,508,3.95,3.91,-0.67,Female,Hispanic
3521,Reject Before Interview,505,3.2,3.11,-3.68,Male,White/Caucasian
3522,Reject Before Interview,506,3.42,3.61,-0.4,Male,Asian
3523,Reject Before Interview,508,3.51,3.69,1.11,Female,White/Caucasian
3524,Reject Before Interview,501,3.72,3.83,-1.73,Male,Multiple
3525,Reject Before Interview,497,3.57,3.81,0.71,Female,White/Caucasian
3526,Reject Before Interview,512,3.96,3.94,-0.57,Female,Asian
3527,Reject Before Interview,506,2.29,2.58,0.35,Male,Asian
3528,Waitlist Declined,517,4,4,1.27,Female,White/Caucasian
3529,Reject Before Interview,510,2.33,2.96,,Male,Multiple
3530,Withdrawn Through Match,516,4,4,-0.07,Male,Asian
3531,Matriculated,504,4,3.97,,Female,White/Caucasian
3532,Reject Before Interview,510,4,4,-0.65,Female,Asian
3533,Reject Before Interview,502,3.05,3.29,0.71,Female,Hispanic
3534,Reject Before Interview,511,3.21,3.43,0.26,Female,Asian
3535,Reject Before Interview,509,3.64,3.68,0.2,Female,White/Caucasian
3536,Reject Before Interview,505,3.94,3.87,0.42,Male,Unreported
3537,Reject Before Interview,504,3.86,3.86,0.26,Female,Asian
3538,Reject Incomplete,511,3.65,3.64,-0.79,Male,Hispanic
3539,Reject Incomplete,,3.61,3.71,,Male,African American
3540,Reject Before Interview,510,3.67,3.78,-1.24,Male,White/Caucasian
3541,Reject Before Interview,496,3.26,3.29,-1.59,Female,African American
3542,Reject Before Interview,517,3.82,3.86,-0.43,Female,Asian
3543,Reject Before Interview,500,3.49,3.09,0.53,Female,Hispanic
3544,Reject Before Interview,486,1.95,2.74,,Female,Hispanic
3545,Reject Incomplete,513,3.74,3.78,-0.98,Female,Asian
3546,Reject Before Interview,517,3.39,3.19,-1.04,Male,White/Caucasian
3547,Withdrawn After Acceptance,503,3.35,3.43,0.12,Female,Hispanic
3548,Reject Before Interview,512,3.91,3.91,1.16,Female,Asian
3549,Reject Before Interview,511,3.34,3.62,2.04,Female,African American
3550,Reject Before Interview,483,1.88,1.95,-2.11,Male,African American
3551,Reject Before Interview,510,3.6,3.73,1.26,Female,Asian
3552,Withdrawal Before Interview,,3.44,3.66,0.61,Female,White/Caucasian
3553,Reject Before Interview,496,3.86,3.83,0.73,Female,Asian
3554,Reject After Interview,513,3.66,3.8,0.68,Male,Asian
3555,Reject Before Interview,515,3.96,3.95,2,Male,White/Caucasian
3556,Reject Incomplete,522,4,4,0.26,Female,Asian
3557,Reject Before Interview,504,3.82,3.71,-0.6,Male,White/Caucasian
3558,Reject Before Interview,511,3.35,3.62,-0.51,Male,Hispanic
3559,Withdrawn Through Match,516,3.45,3.61,0.87,Female,Hispanic
3560,Reject Before Interview,500,3.37,3.61,1.29,Female,White/Caucasian
3561,Reject Before Interview,508,3.39,3.64,-0.26,Male,Hispanic
3562,Reject Before Interview,489,3.39,3.58,-0.89,Female,Hispanic
3563,Reject Before Interview,504,3.2,3.48,0.09,Female,White/Caucasian
3564,Reject Incomplete,498,3.76,3.65,-2.25,Female,African American
3565,Reject Before Interview,521,4,4,-0.07,Male,White/Caucasian
3566,Reject Incomplete,507,3.65,3.81,,Female,Unreported
3567,Reject Before Interview,499,3.51,3.65,1.11,Female,Asian
3568,Reject Before Interview,509,4,4,-1.38,Male,Asian
3569,Deferred,,3.94,3.97,-0.24,Male,White/Caucasian
3570,Reject Incomplete,511,3.8,3.86,0.34,Female,African American
3571,Reject Before Interview,493,3.33,3.24,-1.26,Female,African American
3572,Matriculated,510,4,3.98,0.51,Female,White/Caucasian
3573,Reject Before Interview,505,3.34,3.28,-1.02,Female,Asian
3574,Reject Before Interview,498,3.19,3.37,-0.93,Male,White/Caucasian
3575,Reject Before Interview,505,3.74,3.59,0.11,Female,White/Caucasian
3576,Reject Before Interview,499,3.32,3.52,-0.02,Male,White/Caucasian
3577,Deferred,,4,4,0.82,Male,White/Caucasian
3578,Reject Before Interview,513,3.13,3.44,0.11,Female,Asian
3579,Reject Before Interview,489,1.71,2.73,-1.88,Female,African American
3580,Reject Before Interview,506,3.15,3.43,0.34,Female,White/Caucasian
3581,Reject Incomplete,504,3.3,3.38,,Male,Asian
3582,Reject Before Interview,506,3.07,3.24,-1.38,Male,Hispanic
3583,Reject Incomplete,,2.87,2.91,,Male,Asian
3584,Reject After Interview,524,3.33,3.44,-0.06,Male,Asian
3585,Offer Declined,525,4,4,-0.56,Male,Asian
3586,Reject Incomplete,485,2.5,2.91,-1.3,Male,African American
3587,Reject Incomplete,522,3.49,3.3,0.66,Male,Asian
3588,Reject After Interview,508,3.98,3.92,-1.07,Female,Hispanic
3589,Reject Before Interview,503,3.42,3.61,-0.99,Male,Hispanic
3590,Reject After Interview,500,3.94,3.85,-3.36,Female,African American
3591,Reject Incomplete,493,2.85,2.81,,Male,Hispanic
3592,Withdrawn After Acceptance,516,4,4,-0.65,Female,White/Caucasian
3593,Reject Incomplete,502,3.07,3.4,,Female,Hispanic
3594,Reject Incomplete,503,3.24,3.36,0.2,Female,Unreported
3595,Reject Before Interview,519,3.92,3.89,-0.87,Male,Asian
3596,Reject Before Interview,501,3.01,3.41,-0.41,Male,White/Caucasian
3597,Reject After Interview,515,3.84,3.89,0.75,Male,White/Caucasian
3598,Reject Before Interview,513,3.95,3.98,-0.29,Male,White/Caucasian
3599,Reject Before Interview,520,3.9,3.95,-1.34,Male,White/Caucasian
3600,Reject Before Interview,497,2.54,2.69,-0.28,Female,African American
3601,Reject Before Interview,511,3.91,3.82,-1.99,Male,Asian
3602,Reject Incomplete,510,3.76,3.75,0.33,Male,Asian
3603,Reject Before Interview,495,3.23,3.06,,Female,White/Caucasian
3604,Reject Before Interview,499,3.86,3.88,0.13,Female,White/Caucasian
3605,Reject Before Interview,499,3.11,3.4,0.12,Female,White/Caucasian
3606,Reject Incomplete,496,2.73,3.23,,Male,African American
3607,Withdrawn Through Match,522,4,4,1.28,Female,White/Caucasian
3608,Reject Before Interview,505,3.73,3.76,-0.76,Male,Asian
3609,Reject Before Interview,516,3.99,3.99,-0.72,Male,Asian
3610,Reject Incomplete,509,3.38,3.36,,Male,Asian
3611,Reject Before Interview,492,3.69,3.81,-0.63,Female,African American
3612,Reject After Interview,505,3.86,3.89,-0.15,Female,White/Caucasian
3613,Reject Before Interview,511,3.17,3.37,,Female,White/Caucasian
3614,Reject Before Interview,510,3.63,3.61,-1.48,Male,White/Caucasian
3615,Reject Incomplete,506,3.6,3.75,0.45,Female,Hispanic
3616,Reject Incomplete,507,3.09,3.42,,Female,Asian
3617,Reject Incomplete,507,3,3.28,-1.15,Female,Hispanic
3618,Reject Before Interview,507,3.18,3.44,-0.35,Male,African American
3619,Reject Before Interview,498,2.95,2.89,-2.44,Male,Hispanic
3620,Reject Before Interview,513,3.99,3.99,-1.31,Male,Asian
3621,Reject Before Interview,483,2.47,2.79,-0.06,Female,African American
3622,Reject Before Interview,521,3.95,3.93,0.44,Male,White/Caucasian
3623,Reject Incomplete,495,3.15,3.36,,Female,Asian
3624,Reject Incomplete,503,2.87,3.05,-2.11,Female,African American
3625,Reject Before Interview,501,3.29,3.49,-1.27,Male,African American
3626,Reject Before Interview,507,3.49,3.74,0.47,Female,White/Caucasian
3627,Reject Before Interview,,3.05,3.44,-0.11,Female,Hispanic
3628,Reject Incomplete,515,4,3.98,-0.04,Female,African American
3629,Reject After Interview,508,3.8,3.79,-0.72,Male,Asian
3630,Reject Before Interview,508,3.63,3.66,0.01,Male,White/Caucasian
3631,Reject Before Interview,507,3.05,3.34,-0.73,Female,Hispanic
3632,Matriculated,507,3.95,3.92,-0.36,Female,Asian
3633,Reject Before Interview,492,3.08,3.64,-1.13,Female,White/Caucasian
3634,Reject Before Interview,514,3.72,3.77,-0.57,Male,Asian
3635,Reject Before Interview,489,2.86,2.91,-1.29,Male,African American
3636,Reject Before Interview,491,3.33,3.54,-1.88,Male,African American
3637,Reject Before Interview,518,3.96,3.98,1.9,Male,White/Caucasian
3638,Reject Before Interview,501,3.43,3.73,-0.38,Female,Asian
3639,Reject Before Interview,510,3.96,3.91,0.83,Male,Asian
3640,Reject Before Interview,517,3.91,3.88,1.5,Male,White/Caucasian
3641,Reject Before Interview,510,3.94,3.93,0.26,Female,White/Caucasian
3642,Withdrawn After Acceptance,514,3.62,3.74,0.53,Female,Asian
3643,Reject Before Interview,515,3.05,3.25,-1.15,Female,Asian
3644,Reject Before Interview,499,3.9,3.94,0.8,Female,White/Caucasian
3645,Reject Before Interview,494,3.27,3.49,0.37,Female,Hispanic
3646,Reject Before Interview,484,2.37,3.17,0.58,Female,Hispanic
3647,Reject Before Interview,516,3.28,3.63,0.64,Male,Asian
3648,Reject Before Interview,503,3.96,3.94,-0.83,Female,Asian
3649,Matriculated,512,3.84,3.9,-0.15,Female,White/Caucasian
3650,Reject Before Interview,506,3.13,3.3,-1.07,Male,White/Caucasian
3651,Withdrawn Through Match,516,4,4,0.69,Male,Asian
3652,Reject Before Interview,508,3.8,3.87,0.47,Female,White/Caucasian
3653,Reject Before Interview,514,3.57,3.72,0.13,Female,White/Caucasian
3654,Matriculated,503,3.86,3.9,0.47,Female,White/Caucasian
3655,Reject Before Interview,511,3.61,3.76,1.08,Female,White/Caucasian
3656,Withdrawn Through Match,511,3.94,3.96,0.02,Female,White/Caucasian
3657,Reject Before Interview,484,2.77,3.01,-0.56,Female,Hispanic
3658,Reject Before Interview,504,3.53,3.68,-1.03,Female,Hispanic
3659,Reject Before Interview,503,2.82,3.05,-0.38,Male,White/Caucasian
3660,Withdrawn Through Match,514,3.98,3.99,-0.89,Male,White/Caucasian
3661,Withdrawn Through Match,513,3.11,3.26,0.83,Female,Hispanic
3662,Reject Before Interview,516,4,4,0.86,Female,Unreported
3663,Reject Before Interview,513,3.71,3.84,0.85,Female,Multiple
3664,Reject Before Interview,508,3.91,3.94,0.75,Male,Hispanic
3665,Reject After Interview,525,4,4,0.69,Male,Asian
3666,Reject Before Interview,510,3.64,3.72,-0.23,Male,Asian
3667,Reject After Interview,512,3.73,3.84,-0.81,Male,Hispanic
3668,Reject Incomplete,500,3.51,3.49,-1.97,Female,White/Caucasian
3669,Withdrawn After Acceptance,511,3.85,3.9,-0.65,Female,White/Caucasian
3670,Reject Before Interview,499,2.93,3.13,-1.13,Male,Hispanic
3671,Reject Before Interview,508,3.6,3.65,-1.97,Male,Asian
3672,Reject Incomplete,496,3.5,3.52,0.96,Male,Asian
3673,Reject Incomplete,500,3.86,3.89,,Female,Asian
3674,Reject Before Interview,507,3.6,3.63,-0.83,Male,White/Caucasian
3675,Reject Before Interview,509,3.72,3.8,-0.89,Female,Asian
3676,Reject After Interview,500,3.51,3.73,0.75,Female,White/Caucasian
3677,Reject Before Interview,511,3.82,3.91,0.69,Male,White/Caucasian
3678,Reject Before Interview,503,3.52,3.78,-0.5,Female,Asian
3679,Reject Before Interview,498,3.35,2.8,0.19,Female,White/Caucasian
3680,Reject Before Interview,509,3.06,3.04,0.19,Female,White/Caucasian
3681,Reject Before Interview,499,3.45,3.57,-0.29,Female,White/Caucasian
3682,Reject Before Interview,493,3.33,3.62,-1.54,Female,African American
3683,Matriculated,506,3.85,3.85,-1.59,Female,Hispanic
3684,Reject Before Interview,495,3.01,3.38,0.52,Female,Hispanic
3685,Reject Incomplete,512,3.64,3.67,-1.86,Male,White/Caucasian
3686,Reject Before Interview,504,2.56,2.83,-0.75,Male,African American
3687,Reject Incomplete,500,3.79,3.8,0.09,Male,Hispanic
3688,Reject Before Interview,512,3.48,3.57,0.91,Female,Asian
3689,Withdrawn After Acceptance,500,3.79,3.9,1.03,Female,Hispanic
3690,Reject Before Interview,510,2.68,3.21,-0.67,Female,Asian
3691,Reject After Interview,,3.87,3.9,-0.9,Female,Asian
3692,Reject Before Interview,490,3.15,3.42,0.36,Female,White/Caucasian
3693,Reject Before Interview,516,3.84,3.91,0.67,Female,Asian
3694,Reject Before Interview,508,4,4,-0.1,Male,White/Caucasian
3695,Reject Incomplete,,2.88,3.08,,Female,Hispanic
3696,Reject Incomplete,523,3.83,3.92,,Male,Asian
3697,Reject Incomplete,492,3.12,3.29,-0.72,Female,African American
3698,Matriculated,520,3.08,3.19,,Male,White/Caucasian
3699,Reject Before Interview,499,3.63,3.76,-1.45,Female,White/Caucasian
3700,Reject Before Interview,500,3.6,3.81,-2.01,Male,White/Caucasian
3701,Reject Before Interview,512,3.02,3.32,1.12,Female,Asian
3702,Reject Incomplete,511,3.38,3.52,,Male,Asian
3703,Reject Before Interview,508,3.91,3.93,-1.57,Female,White/Caucasian
3704,Matriculated,507,3.13,3.47,0.18,Female,Asian
3705,Reject After Interview,505,3.3,3.55,-0.94,Female,Hispanic
3706,Reject Before Interview,498,3.83,3.86,-1.52,Male,White/Caucasian
3707,Reject Incomplete,485,2.9,3.35,,Female,African American
3708,Withdrawn Through Match,517,3.72,3.87,2.34,Female,White/Caucasian
3709,Reject Before Interview,502,3.75,3.81,-0.26,Female,Unreported
3710,Reject Incomplete,499,3.92,3.87,,Female,Asian
3711,Withdrawn Through Match,520,3.82,3.89,0.27,Female,Asian
3712,Reject Before Interview,511,3.89,3.93,1.66,Female,Unreported
3713,Reject Incomplete,513,3.83,3.88,0.3,Male,White/Caucasian
3714,Reject Before Interview,491,3.25,3.5,-1.1,Female,Hispanic
3715,Reject After Interview,511,3.77,3.82,-1.65,Male,White/Caucasian
3716,Reject Before Interview,522,4,4,0.31,Male,Asian
3717,Reject Before Interview,509,3.55,3.73,-1.46,Male,Asian
3718,Reject Incomplete,488,2.91,3.39,,Female,African American
3719,Reject Before Interview,507,2.86,3.45,1.25,Male,Unreported
3720,Reject Before Interview,496,3.6,3.75,-1.39,Female,White/Caucasian
3721,Reject Before Interview,504,3,3.24,1.38,Female,Asian
3722,Reject After Interview,502,3.6,3.69,-0.72,Male,Hispanic
3723,Reject Before Interview,515,3.34,3.38,0.02,Male,Asian
3724,Reject After Interview,515,3.81,3.86,-0.64,Male,Asian
3725,Withdrawal Before Interview,502,3.91,3.96,0.67,Female,Asian
3726,Reject Before Interview,513,3.69,3.8,-1.15,Male,White/Caucasian
3727,Reject Before Interview,492,3.68,3.75,-0.27,Female,African American
3728,Reject Incomplete,514,3.43,3.58,0.74,Male,Unreported
3729,Reject Before Interview,500,2.65,3.01,-0.31,Female,Asian
3730,Reject Before Interview,499,3.24,3.38,-0.02,Male,White/Caucasian
3731,Reject Incomplete,518,3.75,3.81,0.82,Female,White/Caucasian
3732,Reject Before Interview,509,3.34,3.46,0.04,Female,Asian
3733,Reject Incomplete,504,3.01,3.22,-0.52,Female,Asian
3734,Withdrawn Through Match,515,3.7,3.69,-0.81,Male,African American
3735,Reject Before Interview,511,3.97,3.98,0.69,Female,White/Caucasian
3736,Withdrawn Through Match,516,3.74,3.85,0.36,Female,Hispanic
3737,Reject Before Interview,520,3.85,3.56,0.36,Male,Hispanic
3738,Reject Before Interview,516,3.49,3.76,0.44,Male,Asian
3739,Reject Incomplete,519,3.9,3.94,0.27,Female,Hispanic
3740,Reject Before Interview,507,3.96,3.95,-0.42,Female,Asian
3741,Reject Before Interview,504,3.95,3.97,-0.49,Female,Hispanic
3742,Matriculated,506,3.81,3.91,,Male,White/Caucasian
3743,Reject After Interview,499,3.75,3.8,0.61,Female,Hispanic
3744,Reject Incomplete,502,3.07,3.37,-0.58,Male,White/Caucasian
3745,Reject Before Interview,501,3.84,3.76,0.47,Female,Asian
3746,Withdrawn Through Match,520,3.96,3.97,-1.19,Male,White/Caucasian
3747,Withdrawn Through Match,502,3.98,3.85,-0.15,Female,Hispanic
3748,Reject Before Interview,498,3.4,3.65,0.18,Female,Asian
3749,Reject Incomplete,513,4,4,,Female,Hispanic
3750,Reject Before Interview,506,2.99,3.48,0.15,Female,Asian
3751,Reject Before Interview,502,3.12,3.36,-0.34,Male,Asian
3752,Reject Incomplete,516,3.81,3.87,-0.28,Male,African American
3753,Reject Before Interview,508,3.43,3.58,0.12,Female,Asian
3754,Reject Before Interview,492,3.36,3.58,0.6,Female,African American
3755,Reject Before Interview,509,3.79,3.87,-0.6,Female,Unreported
3756,Reject Before Interview,497,2.95,3.27,1.2,Female,White/Caucasian
3757,Matriculated,515,3.89,3.95,-2.62,Male,Hispanic
3758,Withdrawn Through Match,510,4,4,0.2,Female,Asian
3759,Matriculated,512,3.97,3.97,2.13,Female,Multiple
3760,Matriculated,503,3.51,3.83,-1.31,Male,White/Caucasian
3761,Reject Before Interview,505,3.8,3.81,-1.07,Male,White/Caucasian
3762,Reject Before Interview,510,4,3.95,0.42,Female,Asian
3763,Reject Before Interview,507,3.55,3.74,-1.89,Female,White/Caucasian
3764,Reject Before Interview,515,3.68,3.84,0.12,Female,Asian
3765,Reject After Interview,503,3.55,3.55,-1.62,Male,White/Caucasian
3766,Reject Before Interview,508,3.59,3.62,-1.41,Male,Asian
3767,Reject Before Interview,491,2.94,3.14,1.02,Male,Asian
3768,Reject Incomplete,,3.03,2.59,,Female,African American
3769,Reject Before Interview,495,3.04,3.3,-0.87,Male,African American
3770,Reject Incomplete,482,3.74,3.67,0.43,Female,Hispanic
3771,Reject Before Interview,509,3.33,3.59,-0.14,Male,White/Caucasian
3772,Reject Before Interview,505,3.5,3.69,0.3,Male,White/Caucasian
