r_ID,Status_Description,MCAT,GPA_Science ,GPA_Overall,CASPer,Gender,Ethnicity
2455,Reject Before Interview,506,3.74,3.78,-1.16,Male,Hispanic
2456,Reject Before Interview,507,3.9,3.95,0.56,Female,White/Caucasian
2457,Withdrawn After Acceptance,506,3.79,3.72,-1.36,Male,African American
2458,Reject Before Interview,517,3.71,3.83,-0.93,Female,Asian
2459,Reject Before Interview,503,2.4,2.93,-1.21,Male,White/Caucasian
2460,Reject Before Interview,495,3.6,3.8,-0.81,Female,Asian
2461,Reject Before Interview,517,3.96,3.98,1.5,Female,Asian
2462,Reject Before Interview,501,3.89,3.88,0.04,Female,African American
2463,Reject Before Interview,495,3.12,3.42,,Female,Asian
2464,Reject After Interview,507,3.85,3.93,0.93,Female,Unreported
2465,Reject Before Interview,497,2.3,3.1,-1.8,Female,White/Caucasian
2466,Reject Before Interview,502,3.66,3.78,-0.97,Female,Asian
2467,Reject Before Interview,497,3.69,3.8,-1.02,Male,Asian
2468,Withdrawn Through Match,516,3.95,3.96,-1.27,Male,Hispanic
2469,Reject Before Interview,498,3.58,3.63,-1.86,Male,White/Caucasian
2470,Reject Before Interview,509,2.89,3.15,1.17,Male,White/Caucasian
2471,Reject Before Interview,505,3.35,3.58,-1.32,Male,White/Caucasian
2472,Reject Before Interview,510,3.85,3.93,0.67,Male,Asian
2473,Withdrawn Through Match,522,3.99,3.99,-0.2,Female,White/Caucasian
2474,Reject Before Interview,508,3.66,3.56,-2.37,Male,White/Caucasian
2475,Withdrawn within Match Range,509,3.93,3.96,0.08,Female,White/Caucasian
2476,Reject Before Interview,500,3.8,3.9,-0.82,Male,Asian
2477,Reject Before Interview,500,3.15,3.17,0.26,Female,Asian
2478,Reject Before Interview,511,3.28,3.57,1.31,Female,Hispanic
2479,Reject Before Interview,520,3.64,3.66,0.25,Male,White/Caucasian
2480,Reject Before Interview,515,3.88,3.93,-1.93,Male,Asian
2481,Reject Before Interview,510,3.93,3.89,,Female,Asian
2482,Reject Before Interview,487,2.96,3.04,-1.03,Male,African American
2483,Withdrawn Through Match,508,3.83,3.84,2.23,Female,White/Caucasian
2484,Reject Before Interview,509,3.55,3.48,1.98,Female,White/Caucasian
2485,Reject Before Interview,504,3.43,3.64,-0.51,Male,Hispanic
2486,Reject Before Interview,508,3.76,3.82,0.78,Male,White/Caucasian
2487,Reject Before Interview,523,4,4,1.38,Male,White/Caucasian
2488,Reject Before Interview,507,3.65,3.43,-1.64,Male,White/Caucasian
2489,Reject Before Interview,509,3.87,3.9,0.03,Male,Asian
2490,Reject Before Interview,518,3.79,3.84,,Male,Asian
2491,Reject Before Interview,511,4,4,0.99,Male,White/Caucasian
2492,Reject After Interview,513,3.44,3.64,-0.39,Male,White/Caucasian
2493,Reject Before Interview,495,3.25,3.68,-0.45,Female,White/Caucasian
2494,Reject Before Interview,491,2.85,2.94,-0.85,Male,White/Caucasian
2495,Reject Before Interview,510,3.78,3.87,0.29,Male,White/Caucasian
2496,Reject Before Interview,500,3.93,3.87,0,Female,Hispanic
2497,Reject Before Interview,479,2.68,2.5,-1.88,Male,African American
2498,Reject Before Interview,507,3.54,3.61,1.24,Female,Asian
2499,Withdrawn Through Match,511,4,3.91,0.22,Female,Asian
2500,Reject Before Interview,506,3.96,3.97,-0.92,Female,White/Caucasian
2501,Reject Before Interview,514,3.63,3.68,0.45,Female,Asian
2502,Reject Before Interview,511,3.68,3.81,-0.81,Female,White/Caucasian
2503,Withdrawn Through Match,512,4,4,-0.76,Female,Hispanic
2504,Reject Before Interview,508,2.95,3.06,,Male,White/Caucasian
2505,Reject Before Interview,512,3.91,3.9,0.58,Male,Asian
2506,Reject Before Interview,519,3.62,3.7,-1.22,Female,White/Caucasian
2507,Reject Before Interview,508,3.46,3.56,,Female,White/Caucasian
2508,Reject Before Interview,,2.42,3.18,,Female,White/Caucasian
2509,Admitted,514,3.87,3.9,-0.73,Male,White/Caucasian
2510,Reject After Interview,505,3.83,3.88,0.66,Female,Asian
2511,Reject Before Interview,515,3.82,3.85,-1.49,Female,White/Caucasian
2512,Reject Before Interview,517,3.96,3.98,-0.15,Female,White/Caucasian
2513,Reject Before Interview,520,3.49,3.73,-1.12,Male,Asian
2514,Reject Before Interview,507,3.85,3.9,0.32,Male,Multiple
2515,Reject Before Interview,501,2.72,3.13,-2.01,Male,White/Caucasian
2516,Reject Before Interview,514,4,4,0.22,Female,White/Caucasian
2517,Reject Before Interview,513,3.83,3.87,0.54,Female,White/Caucasian
2518,Reject After Interview,506,3.68,3.82,-1.33,Female,White/Caucasian
2519,Reject Before Interview,496,2.81,3.35,0.34,Female,Asian
2520,Reject Before Interview,502,3.14,3.41,-1.08,Female,Hispanic
2521,Admitted,503,3.88,3.91,-0.29,Male,Asian
2522,Reject Before Interview,517,3.59,3.7,,Male,Hispanic
2523,Reject Before Interview,485,3.57,3.6,-1.15,Female,African American
2524,Reject Before Interview,498,2.63,3.04,0.61,Male,White/Caucasian
2525,Reject Before Interview,510,4,3.97,0.28,Female,White/Caucasian
2526,Reject Before Interview,505,4,4,-1.5,Female,Multiple
2527,Reject Before Interview,497,2.99,3.46,-2,Female,Hispanic
2528,Reject Before Interview,510,3.64,3.76,0.41,Female,Asian
2529,Withdrawn After Acceptance,511,4,3.93,-0.22,Female,Hispanic
2530,Reject Before Interview,500,3.75,3.85,0.54,Female,White/Caucasian
2531,Reject Before Interview,504,3.2,3.39,0.33,Male,Asian
2532,Reject Before Interview,488,3.07,3.21,,Female,African American
2533,Withdrawn Through Match,512,3.9,3.83,-1.31,Male,Hispanic
2534,Reject Before Interview,510,3.45,3.61,,Male,Asian
2535,Admitted,503,3.83,3.92,-0.62,Female,White/Caucasian
2536,Waitlist Offered,520,3.94,3.96,1.92,Male,White/Caucasian
2537,Reject Before Interview,,3.28,3.5,-1.19,Female,White/Caucasian
2538,Reject Before Interview,507,3.35,3.45,-1.23,Male,White/Caucasian
2539,Reject Before Interview,503,2.85,3.28,-0.94,Female,Hispanic
2540,Reject Before Interview,500,3.67,3.79,-1.39,Female,Asian
2541,Reject Before Interview,508,3.34,3.53,-0.24,Female,White/Caucasian
2542,Reject Before Interview,504,3,3.44,-0.33,Male,White/Caucasian
2543,Reject Before Interview,499,3.36,3.46,0.73,Female,Hispanic
2544,Reject Before Interview,522,3.95,3.97,-0.06,Male,Asian
2545,Reject Before Interview,506,3.44,3.57,-1.17,Male,White/Caucasian
2546,Reject Before Interview,511,3.81,3.82,0.23,Male,Hispanic
2547,Reject Before Interview,511,3.56,3.7,2.04,Male,White/Caucasian
2548,Withdrawn within Match Range,513,3.83,3.95,-0.56,Male,White/Caucasian
2549,Reject Before Interview,505,3.49,3.68,0.93,Female,Multiple
2550,Reject Before Interview,512,4,3.98,-0.15,Male,Asian
2551,Reject Before Interview,508,3.1,3.22,,Female,Unreported
2552,Reject After Interview,503,2.77,3.17,-0.29,Male,White/Caucasian
2553,Withdrawn Through Match,522,4,4,0.43,Male,Multiple
2554,Reject Before Interview,511,3.63,3.71,-0.65,Female,Asian
2555,Reject Before Interview,511,3.86,3.93,0.5,Male,White/Caucasian
2556,Reject Before Interview,517,3.67,3.81,0.52,Male,White/Caucasian
2557,Reject Before Interview,509,3.11,3.26,-2,Male,Hispanic
2558,Reject Before Interview,505,2.91,3.11,-1.38,Female,American Indian
2559,Admitted,510,4,4,-0.92,Male,Asian
2560,Reject Before Interview,503,3.29,3.66,-1.08,Female,Hispanic
2561,Withdrawn Through Match,526,4,4,0.26,Female,Hispanic
2562,Reject Before Interview,498,3.88,3.83,-0.23,Female,White/Caucasian
2563,Reject Before Interview,514,3.96,3.97,-1.2,Male,White/Caucasian
2564,Reject Before Interview,512,3.15,3.57,0.23,Female,White/Caucasian
2565,Reject Before Interview,508,3.19,3.5,0,Female,Unreported
2566,Waitlist Offered,513,3.66,3.82,-0.69,Female,Asian
2567,Reject Before Interview,509,3.7,3.81,0.18,Male,Multiple
2568,Admitted,514,3.91,3.93,0.19,Male,White/Caucasian
2569,Withdrawn After Acceptance,518,3.95,3.95,-0.88,Male,Hispanic
2570,Admitted,512,3.13,3.52,-0.51,Male,Hispanic
2571,Reject Before Interview,501,3.63,3.79,,Male,White/Caucasian
2572,Reject Before Interview,503,3.72,3.78,0.66,Male,Asian
2573,Withdrawn Through Match,517,3.98,3.99,0.95,Male,Asian
2574,Reject Before Interview,503,3.5,3.72,0.3,Female,Multiple
2575,Reject Before Interview,,3.19,3.22,,Male,Hispanic
2576,Withdrawn Through Match,509,4,3.98,2.32,Female,White/Caucasian
2577,Reject Before Interview,509,3.73,3.81,-1.62,Female,White/Caucasian
2578,Reject Before Interview,498,3.23,3.57,0.07,Male,White/Caucasian
2579,Reject Before Interview,514,4,4,0.88,Male,Asian
2580,Reject Before Interview,504,3.38,3.48,-0.46,Female,White/Caucasian
2581,Withdrawn Through Match,520,3.86,3.91,-0.47,Female,Asian
2582,Withdrawn Through Match,501,3.17,3.48,0.01,Female,African American
2583,Reject Before Interview,516,3.66,3.81,-0.11,Male,Asian
2584,Reject Before Interview,496,2.6,2.66,,Male,White/Caucasian
2585,Reject Before Interview,507,3.37,3.58,-0.15,Female,Unreported
2586,Reject Before Interview,511,3.44,3.58,0.65,Female,White/Caucasian
2587,Reject After Interview,512,4,4,1.13,Male,White/Caucasian
2588,Withdrawn within Match Range,518,3.99,3.96,0.91,Male,Asian
2589,Reject Before Interview,513,3.58,3.69,,Male,Asian
2590,Reject Before Interview,511,3.66,3.65,0.66,Male,White/Caucasian
2591,Reject Before Interview,,2.92,3.41,0,Female,Asian
2592,Reject After Interview,507,3.54,3.76,0.27,Male,Multiple
2593,Reject Before Interview,504,3.95,3.96,-0.98,Female,White/Caucasian
2594,Reject Before Interview,507,4,4,-0.37,Female,Asian
2595,Reject Before Interview,500,3.59,3.72,-0.43,Female,White/Caucasian
2596,Admitted,504,3.92,3.96,-0.36,Male,White/Caucasian
2597,Reject Before Interview,502,2.61,3.07,-2.23,Male,Hispanic
2598,Reject Before Interview,511,3.66,3.71,-1.03,Male,Asian
2599,Reject Before Interview,477,3.13,3.22,-2.37,Male,Asian
2600,Reject Before Interview,502,3.55,3.74,-1.97,Female,African American
2601,Reject Before Interview,506,3.39,3.62,-0.06,Female,White/Caucasian
2602,Reject Before Interview,511,3.98,3.96,0.24,Female,White/Caucasian
2603,Reject Before Interview,511,3.7,3.8,1.13,Male,White/Caucasian
2604,Prelim Reject,504,3.88,3.94,,Female,International
2605,Reject Before Interview,511,3.76,3.66,-1.75,Male,White/Caucasian
2606,Reject Before Interview,504,3.71,3.76,-0.25,Male,White/Caucasian
2607,Reject Before Interview,506,2.94,3.16,-0.26,Male,White/Caucasian
2608,Reject Before Interview,500,3.83,3.74,-0.81,Female,Hispanic
2609,Reject Before Interview,510,3.83,3.84,,Female,Asian
2610,Withdrawn Through Match,510,3.83,3.87,0.28,Male,Hispanic
2611,Reject Before Interview,497,2.8,3.11,-1.03,Female,Hispanic
2612,Reject Before Interview,511,3.91,3.88,-0.2,Male,White/Caucasian
2613,Reject Before Interview,507,3.54,3.46,-2.36,Male,White/Caucasian
2614,Reject Before Interview,514,3.8,3.92,,Female,White/Caucasian
2615,Reject Before Interview,517,3.94,3.94,,Male,White/Caucasian
2616,Reject Before Interview,516,4,4,,Male,White/Caucasian
2617,Reject Before Interview,501,3.02,3.14,-0.7,Female,African American
2618,Waitlist Declined,514,3.72,3.79,-0.73,Female,White/Caucasian
2619,Reject Before Interview,510,3.46,3.28,0.26,Male,Hispanic
2620,Withdrawal Before Interview,,3.13,3.44,-0.81,Male,African American
2621,Reject Before Interview,509,3.97,3.98,-0.62,Male,White/Caucasian
2622,Reject Before Interview,519,3.73,3.79,0,Male,Unreported
2623,Reject Before Interview,517,3.73,3.77,-0.2,Male,Asian
2624,Reject After Interview,517,2.57,2.67,-0.06,Male,Multiple
2625,Reject Before Interview,499,3.13,3.52,-0.15,Female,Asian
2626,Reject Before Interview,510,3.97,3.97,1.08,Female,White/Caucasian
2627,Reject Before Interview,501,4,4,-1,Male,White/Caucasian
2628,Reject Before Interview,493,3.26,3.29,0.16,Female,Hispanic
2629,Reject Before Interview,499,3.91,3.96,-1,Female,Asian
2630,Reject Before Interview,510,2.82,3.04,-1.39,Female,Asian
2631,Reject Before Interview,497,3.56,3.68,-1.63,Female,Hispanic
2632,Reject Before Interview,493,3.13,3.4,0.28,Female,Hispanic
2633,Reject Before Interview,505,3.64,3.7,0.44,Female,Hispanic
2634,Reject Before Interview,501,3.48,3.62,-1.17,Female,African American
2635,Reject Before Interview,489,3.38,3.58,-1.57,Female,White/Caucasian
2636,Reject Before Interview,504,3.19,3.35,0.36,Female,African American
2637,Reject Before Interview,510,3.79,3.84,-0.66,Female,White/Caucasian
2638,Reject After Interview,513,3.65,3.71,-0.06,Female,Unreported
2639,Reject Before Interview,504,3.82,3.92,0.59,Male,White/Caucasian
2640,Reject Before Interview,487,2.86,3.21,-0.8,Male,White/Caucasian
2641,Reject Before Interview,510,3.84,3.89,-1.5,Male,African American
2642,Reject Before Interview,515,3.39,3.5,-0.27,Female,White/Caucasian
2643,Reject Before Interview,498,3.33,3.52,-1.78,Female,White/Caucasian
2644,Reject Before Interview,516,3.95,3.96,0.88,Female,Asian
2645,Withdrawn within Match Range,520,4,4,0.52,Female,Asian
2646,Reject Before Interview,501,3.81,3.82,,Female,White/Caucasian
2647,Reject Before Interview,508,3.21,3.55,0.5,Male,White/Caucasian
2648,Reject Before Interview,493,3.24,3.62,-0.94,Female,Hispanic
2649,Reject Before Interview,516,3.53,3.61,-1.63,Male,Asian
2650,Reject Before Interview,511,4,3.99,-0.69,Female,Asian
2651,Reject Before Interview,507,3.19,3.69,-0.37,Female,African American
2652,Reject Before Interview,511,3.55,3.5,-2.29,Male,White/Caucasian
2653,Reject Before Interview,515,3.94,3.97,,Female,White/Caucasian
2654,Reject Before Interview,507,3.78,3.76,0.73,Female,White/Caucasian
2655,Reject Before Interview,503,3.35,3.54,-2.78,Male,Multiple
2656,Reject Before Interview,496,3.43,3.5,,Female,Unreported
2657,Reject Before Interview,490,3.12,3.31,,Female,White/Caucasian
2658,Reject Before Interview,517,3.91,3.93,0.04,Male,White/Caucasian
2659,Reject Before Interview,516,3.89,3.91,0.74,Female,Asian
2660,Reject Before Interview,503,3.28,3.39,-0.37,Female,Hispanic
2661,Reject Before Interview,486,2.93,3.4,,Male,Asian
2662,Withdrawn Through Match,509,3.72,3.89,0.08,Female,African American
2663,Reject Before Interview,506,3.01,3.22,,Male,African American
2664,Reject Before Interview,502,4,4,,Decline to Answer,Asian
2665,Reject Before Interview,506,3.59,3.75,-0.22,Female,Asian
2666,Reject Before Interview,502,3.87,3.91,-1.11,Male,White/Caucasian
2667,Reject Before Interview,512,3.78,3.82,-1.2,Male,White/Caucasian
2668,Reject Before Interview,500,3.38,3.58,-0.6,Male,African American
2669,Admitted,500,3.76,3.86,-0.06,Female,Hispanic
2670,Reject Before Interview,514,3.72,3.77,-0.15,Female,White/Caucasian
2671,Reject Before Interview,511,3.72,3.84,0.59,Female,White/Caucasian
2672,Admitted,507,3.77,3.86,0.06,Male,White/Caucasian
2673,Reject Before Interview,491,3.46,3.56,0,Female,White/Caucasian
2674,Withdrawn within Match Range,511,4,4,-0.15,Male,Asian
2675,Reject Before Interview,491,2.39,3.03,-0.05,Female,African American
2676,Withdrawn After Acceptance,522,3.83,3.83,1.53,Female,White/Caucasian
2677,Withdrawn Through Match,510,3.88,3.91,-1.12,Female,Hispanic
2678,Reject Before Interview,526,4,3.89,0.73,Male,Asian
2679,Reject Before Interview,502,3.87,3.71,-1.35,Male,White/Caucasian
2680,Reject Before Interview,476,2.97,3.07,,Male,Hispanic
2681,Reject Before Interview,514,4,4,,Male,White/Caucasian
2682,Reject Before Interview,498,3.6,3.69,-0.98,Male,White/Caucasian
2683,Reject Before Interview,502,3.24,3.26,-0.29,Female,African American
2684,Reject Before Interview,503,2.32,3.03,-1.05,Female,White/Caucasian
2685,Reject Before Interview,510,3.81,3.85,,Male,White/Caucasian
2686,Withdrawal Before Interview,511,3.62,3.66,0.36,Male,White/Caucasian
2687,Reject Before Interview,520,4,3.98,1.16,Male,Asian
2688,Reject Before Interview,518,3.87,3.95,1.16,Male,Asian
2689,Reject Before Interview,519,3.95,3.98,-0.13,Male,Asian
2690,Reject Before Interview,511,3.48,3.57,0.66,Female,Hispanic
2691,Reject Before Interview,515,3.88,3.92,-0.59,Female,White/Caucasian
2692,Reject Before Interview,508,3.5,3.66,0.18,Female,White/Caucasian
2693,Reject Before Interview,513,3.33,3.46,0.67,Male,White/Caucasian
2694,Reject After Interview,509,3.89,3.84,,Male,Asian
2695,Reject Before Interview,511,3.52,3.77,0.08,Female,Unreported
2696,Withdrawn within Match Range,515,3.95,3.98,0.15,Male,White/Caucasian
2697,Reject Before Interview,517,3.8,3.79,-0.49,Male,White/Caucasian
2698,Reject Before Interview,513,3.75,3.81,-0.55,Male,Unreported
2699,Reject Before Interview,505,3.19,3.39,-1.41,Male,White/Caucasian
2700,Reject Before Interview,511,3.94,3.98,0.89,Female,Asian
2701,Reject Before Interview,509,3.96,3.97,0.95,Female,Asian
2702,Reject Before Interview,506,3.88,3.94,,Female,White/Caucasian
2703,Reject Before Interview,519,3.94,3.92,,Male,White/Caucasian
2704,Reject Before Interview,502,2.96,3.16,-0.41,Male,Multiple
2705,Reject Before Interview,507,3.74,3.81,-0.97,Male,Asian
2706,Reject After Interview,503,3.42,3.6,-2.17,Male,Asian
2707,Reject Before Interview,485,3.21,3.58,-2.51,Female,White/Caucasian
2708,Reject Before Interview,509,4,4,-0.65,Female,White/Caucasian
2709,Reject Before Interview,509,2.95,3.21,-0.68,Male,Asian
2710,Admitted,508,4,3.97,-0.12,Male,White/Caucasian
2711,Reject After Interview,502,3.9,3.96,-1.19,Female,Asian
2712,Reject Before Interview,506,3.27,3.5,,Female,Hispanic
2713,Reject Before Interview,515,3.96,3.97,1.75,Male,White/Caucasian
2714,Reject Before Interview,500,3.36,3.7,1.82,Female,Hispanic
2715,Waitlist Offered,510,4,4,-0.56,Male,White/Caucasian
2716,Reject Before Interview,501,3.41,3.74,-0.78,Female,Hispanic
2717,Reject Before Interview,505,3.76,3.79,0.76,Female,Asian
2718,Reject Before Interview,503,3.64,3.75,-1.3,Female,African American
2719,Withdrawn After Acceptance,509,3.7,3.87,-1.13,Male,Multiple
2720,Reject Before Interview,506,3.72,3.67,1.47,Male,White/Caucasian
2721,Reject Before Interview,502,3.82,3.93,1.06,Female,Hispanic
2722,Reject Before Interview,515,3.78,3.87,0,Male,Asian
2723,Reject Before Interview,505,3.29,3.42,,Female,Asian
2724,Reject Before Interview,509,3.46,3.57,1.82,Female,Asian
2725,Reject Before Interview,517,3.39,3.63,0.56,Male,White/Caucasian
2726,Reject Before Interview,513,3.41,3.62,-0.46,Male,Multiple
2727,Reject Before Interview,481,2.86,3.14,-0.29,Female,Hispanic
2728,Reject Before Interview,504,3.9,3.93,,Male,Hispanic
2729,Reject Before Interview,502,3.17,3.38,-0.51,Female,African American
2730,Reject Before Interview,489,3.14,3.43,-0.21,Female,Asian
2731,Reject Before Interview,507,3.59,3.63,-0.66,Male,Asian
2732,Reject Before Interview,493,3.52,3.56,-0.48,Male,Asian
2733,Reject Before Interview,508,3.31,3.46,-1.5,Male,Asian
2734,Withdrawn within Match Range,510,3.68,3.78,-1.78,Male,Asian
2735,Reject Before Interview,485,2.58,3.11,-1.11,Female,African American
2736,Reject Before Interview,515,3.7,3.78,0.54,Female,Asian
2737,Reject Before Interview,514,4,4,0.02,Male,White/Caucasian
2738,Reject Before Interview,,3.46,3.58,-1.79,Female,Hispanic
2739,Reject Before Interview,498,3.28,3.46,-1.02,Female,White/Caucasian
2740,Reject Before Interview,509,3.67,3.74,,Male,Multiple
2741,Reject Before Interview,516,3.93,3.96,,Male,White/Caucasian
2742,Reject Before Interview,489,3.37,3.37,-0.52,Female,Asian
2743,Reject Before Interview,513,3.74,3.82,0.19,Female,Asian
2744,Reject Before Interview,505,3.57,3.68,-1.42,Male,Asian
2745,Reject Before Interview,495,3.1,3.38,0.18,Male,Hispanic
2746,Reject Before Interview,502,3.09,3.42,,Female,White/Caucasian
2747,Reject Before Interview,513,4,4,0.03,Female,Multiple
2748,Reject Before Interview,505,3.36,3.54,-1.59,Male,White/Caucasian
2749,Reject Before Interview,511,3.71,3.71,-1.17,Male,Asian
2750,Reject Before Interview,500,3.02,3.14,-1.44,Male,Hispanic
2751,Reject Before Interview,502,3.34,3.56,0.25,Female,White/Caucasian
2752,Reject Before Interview,499,3.72,3.81,0.38,Female,White/Caucasian
2753,Reject Before Interview,,3.11,3.15,0.05,Male,Hispanic
2754,Reject Before Interview,514,2.91,3.01,0.68,Male,Multiple
2755,Reject Before Interview,516,4,4,,Male,White/Caucasian
2756,Reject Before Interview,508,3.46,3.69,-0.34,Female,African American
2757,Reject Before Interview,,3.47,3.57,,Male,Asian
2758,Withdrawn Through Match,516,3.72,3.79,-0.92,Female,White/Caucasian
2759,Reject Before Interview,509,3.79,3.81,-1.35,Female,White/Caucasian
2760,Reject Before Interview,508,3.5,3.66,-0.4,Male,White/Caucasian
2761,Reject Before Interview,500,4,4,-1.06,Female,Unreported
2762,Withdrawn Through Match,519,3.94,3.98,-1.75,Female,Asian
2763,Prelim Reject,500,3.04,3.3,,Female,Multiple
2764,Reject Before Interview,508,3.51,3.66,-0.15,Male,Asian
2765,Reject Before Interview,496,3.1,3.43,0.26,Female,Asian
2766,Reject Before Interview,496,3.59,3.61,0,Male,White/Caucasian
2767,Reject Before Interview,504,3.21,3.36,0.84,Female,Asian
2768,Reject Before Interview,520,3.51,3.72,0.48,Male,Unreported
2769,Reject Before Interview,496,3.46,3.69,0.09,Female,Asian
2770,Reject Before Interview,497,3.21,3.45,-1.3,Female,Hispanic
2771,Reject Before Interview,493,2.79,3.23,-1.38,Female,Asian
2772,Reject Before Interview,516,3.94,3.94,0.6,Female,Asian
2773,Reject Before Interview,509,3.53,3.65,0.19,Female,White/Caucasian
2774,Reject Before Interview,518,3.94,3.94,1.75,Female,Asian
2775,Reject Before Interview,501,3.63,3.68,-1.7,Female,African American
2776,Reject Before Interview,499,3.24,3.43,-1,Male,Asian
2777,Reject Before Interview,511,3.87,3.82,0.52,Male,White/Caucasian
2778,Reject Before Interview,513,3.87,3.89,0.99,Male,African American
2779,Reject Before Interview,508,3.96,3.97,-0.89,Female,Asian
2780,Reject Before Interview,520,3.31,3.61,-1.71,Male,White/Caucasian
2781,Reject Before Interview,501,3.66,3.76,-1.38,Male,Hispanic
2782,Reject Before Interview,512,3.67,3.79,0.02,Male,White/Caucasian
2783,Reject Before Interview,499,3.57,3.67,0.2,Male,Hispanic
2784,Admitted,517,4,4,0.2,Female,Multiple
2785,Reject Before Interview,503,3.79,3.9,0.43,Female,White/Caucasian
2786,Withdrawn After Acceptance,519,3.84,3.9,-0.55,Male,Hispanic
2787,Reject Before Interview,501,3.77,3.83,0.98,Female,White/Caucasian
2788,Reject Before Interview,519,3.62,3.79,-0.66,Male,White/Caucasian
2789,Reject Before Interview,505,3.81,3.91,0.33,Female,White/Caucasian
2790,Admitted,514,2.9,3.12,-0.13,Female,Asian
2791,Reject Before Interview,492,3.35,3.4,-1.09,Female,Hispanic
2792,Reject Before Interview,512,3.88,3.95,-1.48,Female,Hispanic
2793,Reject Before Interview,509,3.81,3.89,-0.44,Female,White/Caucasian
2794,Reject Before Interview,496,3.97,3.96,-1.97,Female,Hispanic
2795,Reject Before Interview,499,3.37,3.58,-0.62,Female,White/Caucasian
2796,Admitted,511,3.73,3.67,-0.94,Male,White/Caucasian
2797,Reject Before Interview,491,0,0,-0.65,Female,African American
2798,Reject Before Interview,506,3.09,3.3,,Male,Asian
2799,Reject Before Interview,519,4,4,,Male,White/Caucasian
2800,Reject Before Interview,,3.06,3.35,-1.79,Male,African American
2801,Withdrawn Through Match,509,4,3.96,0.58,Male,Asian
2802,Reject Before Interview,515,3.54,3.67,-1.46,Male,Hispanic
2803,Reject Before Interview,498,3.25,3.58,0.33,Female,Asian
2804,Admitted,510,3.9,3.92,-1.7,Female,African American
2805,Withdrawal Before Interview,518,4,4,-0.22,Female,Asian
2806,Reject Before Interview,501,3.32,3.35,-0.76,Male,Hispanic
2807,Reject Before Interview,480,2.57,2.92,-1.19,Female,African American
2808,Reject Before Interview,508,3.14,3.29,,Male,Asian
2809,Reject Before Interview,500,3.86,3.9,,Female,White/Caucasian
2810,Reject Before Interview,513,3.95,3.97,-0.22,Male,Asian
2811,Reject Before Interview,503,3.39,3.77,0.25,Male,White/Caucasian
2812,Reject Before Interview,511,3.48,3.69,0.22,Female,White/Caucasian
2813,Withdrawn Through Match,525,4,4,0.3,Female,White/Caucasian
2814,Reject After Interview,512,3.8,3.87,-0.7,Female,Asian
2815,Reject Before Interview,509,3.89,3.91,-1.46,Male,Asian
2816,Reject Before Interview,497,2.97,3.23,,Male,African American
2817,Withdrawn After Acceptance,510,3.27,3.67,-1.36,Female,African American
2818,Reject Before Interview,504,3.79,3.86,0.11,Male,Asian
2819,Reject Before Interview,506,3.39,3.68,,Male,Unreported
2820,Reject Before Interview,522,3.97,3.98,-0.37,Male,Asian
2821,Reject Before Interview,511,4,3.84,-0.08,Male,White/Caucasian
2822,Reject After Interview,517,3.98,3.95,-2.15,Male,White/Caucasian
2823,Reject Before Interview,505,3.64,3.74,-0.9,Male,Asian
2824,Admitted,,4,4,,Female,Asian
2825,Reject Before Interview,506,3.61,3.43,0.1,Male,Hispanic
2826,Reject Before Interview,507,3.55,3.7,0.73,Female,White/Caucasian
2827,Reject Before Interview,511,3.87,3.83,-0.7,Male,White/Caucasian
2828,Reject Before Interview,510,3.61,3.76,-0.49,Female,Asian
2829,Reject Before Interview,519,4,4,1.35,Female,Asian
2830,Reject After Interview,508,3.44,3.48,-0.83,Male,White/Caucasian
2831,Reject Before Interview,486,3.05,3.34,-1.7,Female,African American
2832,Reject Before Interview,508,3.97,3.99,,Female,White/Caucasian
2833,Withdrawn within Match Range,521,4,4,-0.07,Male,Asian
2834,Reject Before Interview,515,3.38,3.63,-0.69,Male,Unreported
2835,Reject Before Interview,503,3.28,3.53,0.02,Female,White/Caucasian
2836,Reject Before Interview,516,3.86,3.88,0.59,Female,White/Caucasian
2837,Reject Before Interview,508,3.29,3.44,-1.56,Male,Hispanic
2838,Reject Before Interview,504,3.67,3.71,0.04,Female,Asian
2839,Reject Before Interview,498,3.32,3.6,-1.53,Female,White/Caucasian
2840,Reject Before Interview,508,3.85,3.9,-2.15,Male,White/Caucasian
2841,Withdrawal Before Interview,515,4,4,1.74,Female,Asian
2842,Reject Before Interview,500,2.82,3.04,-0.93,Female,Hispanic
2843,Withdrawn After Acceptance,513,3.72,3.74,-0.83,Male,African American
2844,Reject Before Interview,482,2.68,3.29,-0.2,Female,White/Caucasian
2845,Reject Before Interview,507,3.43,3.6,0.5,Female,White/Caucasian
2846,Reject Before Interview,509,3.48,3.72,0.98,Female,Hispanic
2847,Reject Before Interview,510,3.58,3.73,0.68,Female,Asian
2848,Admitted,,4,4,,Male,Asian
2849,Waitlist Offered,499,4,4,0.51,Female,White/Caucasian
2850,Reject Before Interview,486,2.13,2.79,,Female,Hispanic
2851,Reject Before Interview,511,3.59,3.53,-1.71,Male,White/Caucasian
2852,Reject Before Interview,,3.31,3.48,0,Male,Asian
2853,Reject Before Interview,506,3.8,3.89,0.04,Male,Asian
2854,Reject Before Interview,514,3.52,3.76,1.08,Female,Asian
2855,Reject Before Interview,500,2.72,2.87,-1.01,Male,White/Caucasian
2856,Reject Before Interview,522,4,4,0.54,Male,Asian
2857,Withdrawn Through Match,503,3.94,3.97,-1.03,Female,Asian
