Random Unique Identifier,Admissions Decision,MCAT,GPA_Overall_Sci,Overall GPA,GPA_Grad_Total,Casper Score,Gender/Sex,Race/Ethnicity
7857,Rejected without Interview,512,3.84,3.8,,-0.5,Male,Asian
7866,Rejected without Interview,498,3.78,3.8,,-1.96,Male,White/Caucasian
7974,Rejected without Interview,511,3.71,3.8,4,-0.49,Female,Asian
8045,Declined Admissions Offer,514,3.78,3.8,,-1.09,Male,Hispanic
8063,Rejected without Interview,511,3.7,3.8,,1.13,Male,White/Caucasian
8089,Rejected without Interview,506,3.77,3.8,,-1.96,Female,Hispanic
8095,Withdrew Application After Interview,520,4,3.8,,-0.15,Male,Hispanic
8129,Withdrew Application After Interview,518,3.66,3.8,,-0.07,Female,Asian
8225,Alternate Pool/Waitlist,518,3.83,3.8,,-0.47,Male,Asian
8305,Rejected without Interview,502,3.69,3.8,,-0.59,Female,White/Caucasian
8407,Rejected without Interview,501,3.71,3.8,,-0.61,Female,Hispanic
8504,Rejected without Interview,512,3.97,3.8,,0.56,Female,Asian
8537,Declined Admissions Offer,511,3.63,3.8,,0.78,Male,Hispanic
8539,Declined Admissions Offer,509,3.7,3.8,,-0.68,Female,Hispanic
8713,Declined Admissions Offer,520,3.84,3.8,,1.05,Male,White/Caucasian
8800,Offered Admissions-Matriculated,517,3.64,3.8,,0.86,Male,Asian
8866,Withdrew Application After Interview,510,3.9,3.8,,0.52,Female,African American
8913,Rejected without Interview,507,3.6,3.8,,-1.47,Female,Asian
9003,Rejected without Interview,508,3.71,3.8,,0.69,Female,Asian
9041,Rejected without Interview,491,3.74,3.8,,-0.48,Female,African American
9573,Rejected without Interview,513,3.48,3.8,4,-0.39,Female,White/Caucasian
9718,Declined Admissions Offer,507,3.76,3.8,,-1.05,Male,African American
9719,Declined Admissions Offer,515,3.92,3.8,,0.83,Male,White/Caucasian
9778,Withdrew Application After Interview,518,3.57,3.8,,0.21,Male,White/Caucasian
9787,Rejected without Interview,517,3.67,3.8,,,Male,Asian
9799,Rejected without Interview,500,3.67,3.8,,-0.09,Female,Hispanic
9844,Rejected without Interview,507,3.66,3.8,,0.68,Male,Asian
9874,Rejected without Interview,514,3.64,3.8,,-1.05,Male,Asian
9889,Rejected without Interview,497,3.69,3.8,,-0.91,Male,Asian
10061,Rejected without Interview,507,3.82,3.8,,1.93,Female,Asian
10082,Rejected without Interview,501,3.7,3.8,3.22,0.27,Female,Hispanic
10086,Offered Admissions-Matriculated,512,3.68,3.8,,0.21,Female,Asian
10100,Rejected without Interview,503,3.85,3.8,3.9,-1.55,Male,Asian
10168,Rejected without Interview,512,3.66,3.8,,1.5,Male,Multiple
10300,Rejected without Interview,512,3.55,3.8,,0.2,Female,Asian
10356,Rejected without Interview,503,4,3.8,,-1.39,Male,White/Caucasian
10397,Rejected without Interview,497,3.77,3.8,3.63,0.93,Male,Asian
10455,Rejected without Interview,520,3.82,3.8,,,Female,Asian
10581,Rejected without Interview,503,3.74,3.8,,1.32,Male,Multiple
10631,Rejected without Interview,500,3.66,3.8,,-0.77,Female,White/Caucasian
10786,Rejected without Interview,484,3.67,3.8,4,0.18,Female,Hispanic
10873,Rejected without Interview,505,3.77,3.8,,0.76,Female,Asian
10918,Rejected without Interview,523,3.69,3.8,,-0.26,Male,White/Caucasian
11108,Rejected without Interview,504,3.8,3.8,,-0.4,Male,White/Caucasian
11199,Rejected without Interview,487,3.71,3.8,,,Female,White/Caucasian
11210,Rejected without Interview,477,3.94,3.8,,,Female,Asian
11230,Rejected without Interview,508,3.68,3.8,,-1.16,Female,Unreported
11268,Rejected without Interview,500,3.7,3.8,,0.24,Female,Hispanic
11270,Rejected without Interview,491,3.76,3.8,,,Male,Hispanic
11285,Rejected without Interview,489,3.82,3.8,,,Male,Hispanic
11333,Rejected without Interview,509,3.71,3.8,,1.18,Male,Hispanic
11400,Rejected without Interview,505,3.8,3.8,,-0.26,Male,White/Caucasian
11578,Rejected without Interview,497,4,3.8,,-1.63,Male,White/Caucasian
11650,Rejected without Interview,505,3.75,3.8,,-1.36,Female,Hispanic
6263,Withdrew Application After Interview,516,3.72,3.79,,-0.92,Female,White/Caucasian
6285,Withdrew Application After Interview,504,3.69,3.79,,-0.85,Female,Hispanic
6347,Rejected without Interview,511,3.63,3.79,,1.16,Female,White/Caucasian
6384,Rejected without Interview,507,3.62,3.79,,0.29,Female,Asian
6424,Withdrew Application After Interview,511,3.66,3.79,,0.94,Female,Asian
6458,Rejected without Interview,510,3.73,3.79,,1.33,Female,White/Caucasian
6483,Rejected without Interview,514,3.72,3.79,,-0.73,Female,White/Caucasian
6568,Rejected without Interview,516,3.61,3.79,,0.11,Female,Asian
6720,Withdrew Application Before Interview,,3.7,3.79,,-0.18,Female,Asian
6744,Rejected without Interview,516,3.76,3.79,,-1.13,Male,Unreported
6959,Alternate Pool/Waitlist,507,3.66,3.79,,0.21,Female,Hispanic
7093,Rejected without Interview,509,3.69,3.79,,0.58,Female,White/Caucasian
7121,Rejected without Interview,519,3.62,3.79,,-0.66,Male,White/Caucasian
7129,Rejected without Interview,517,3.8,3.79,,-0.41,Male,White/Caucasian
7250,Rejected without Interview,509,3.8,3.79,,-0.91,Male,White/Caucasian
7321,Rejected without Interview,506,3.73,3.79,4,0.84,Female,Asian
7404,Rejected without Interview,512,3.86,3.79,,1.64,Female,White/Caucasian
7589,Rejected without Interview,506,3.69,3.79,,1.74,Female,Asian
7608,Rejected without Interview,511,3.73,3.79,,0.26,Male,Asian
7720,Rejected without Interview,498,3.7,3.79,,-0.65,Male,White/Caucasian
7751,Rejected without Interview,499,3.7,3.79,,0.98,Female,Hispanic
7810,Rejected without Interview,516,3.58,3.79,,0.92,Male,Asian
7835,Rejected without Interview,507,3.7,3.79,,0.73,Female,Asian
8171,Rejected without Interview,515,3.86,3.79,,1.54,Male,White/Caucasian
8260,Rejected without Interview,510,3.69,3.79,,-1.34,Male,Asian
8334,Rejected without Interview,514,3.71,3.79,,2.21,Female,White/Caucasian
8485,Rejected without Interview,511,3.73,3.79,,-0.78,Female,Asian
8538,Rejected without Interview,501,3.63,3.79,,,Male,White/Caucasian
8619,Rejected without Interview,493,3.78,3.79,,,Male,African American
8683,Rejected without Interview,495,3.73,3.79,3.58,-0.25,Female,Asian
8777,Offered Admissions-Matriculated,512,3.67,3.79,4,0.02,Male,White/Caucasian
8791,Rejected without Interview,501,3.69,3.79,,-1.15,Female,Asian
8857,Rejected without Interview,509,3.69,3.79,,-0.38,Female,Asian
8867,Rejected without Interview,526,3.68,3.79,,0.1,Male,Hispanic
8930,Rejected without Interview,510,3.77,3.79,,-0.2,Male,Hispanic
9142,Rejected without Interview,507,3.67,3.79,,0.33,Female,White/Caucasian
9181,Rejected without Interview,511,3.88,3.79,,0,Female,Asian
9186,Rejected without Interview,505,3.69,3.79,,0.01,Female,Asian
9243,Rejected without Interview,490,3.75,3.79,,-1.25,Female,White/Caucasian
9277,Rejected without Interview,513,3.78,3.79,,-0.85,Female,White/Caucasian
9335,Rejected without Interview,502,3.73,3.79,,1.03,Female,Unreported
9350,Withdrew Application After Interview,518,3.67,3.79,,0.36,Female,White/Caucasian
9852,Rejected without Interview,508,3.7,3.79,,-0.3,Male,Hispanic
9917,Rejected without Interview,508,3.68,3.79,,0.51,Male,Hispanic
9924,Rejected without Interview,507,3.7,3.79,,-2.42,Male,Hispanic
9976,Rejected without Interview,507,3.72,3.79,4,0.02,Female,Asian
10057,Rejected without Interview,517,3.71,3.79,,0.64,Male,Asian
10165,Rejected without Interview,507,3.76,3.79,3.36,,Male,White/Caucasian
10169,Rejected without Interview,509,3.54,3.79,,-0.24,Female,White/Caucasian
10281,Rejected without Interview,507,3.76,3.79,,-0.1,Female,Asian
10363,Rejected without Interview,489,3.5,3.79,,1.33,Female,Hispanic
10497,Withdrew Application After Interview,510,3.75,3.79,,-1.23,Female,Hispanic
10550,Rejected without Interview,505,3.76,3.79,,0.76,Female,Asian
10651,Rejected without Interview,505,3.59,3.79,,-1.51,Female,White/Caucasian
10678,Rejected without Interview,502,3.7,3.79,,0.87,Male,Asian
10849,Rejected without Interview,501,3.72,3.79,3.53,-1.11,Female,White/Caucasian
10858,Rejected without Interview,510,3.68,3.79,,-0.65,Female,White/Caucasian
11112,Rejected without Interview,504,3.73,3.79,,0.33,Female,Hispanic
11170,Rejected without Interview,503,3.75,3.79,4,-1.39,Male,White/Caucasian
11215,Rejected without Interview,501,3.67,3.79,,0.3,Male,White/Caucasian
11251,Rejected without Interview,526,3.74,3.79,,1.17,Male,African American
11294,Rejected without Interview,508,3.86,3.79,,-1.14,Male,Asian
11387,Rejected without Interview,496,3.51,3.79,4,-1.75,Female,White/Caucasian
11397,Withdrew Application Before Interview,519,3.73,3.79,,,Male,Unreported
6213,Rejected without Interview,497,3.76,3.78,,-1.21,Male,Asian
6226,Withdrew Application After Interview,502,3.67,3.78,,-0.92,Female,Multiple
6323,Rejected without Interview,512,3.64,3.78,,-0.88,Male,Asian
6427,Rejected without Interview,490,3.61,3.78,,0.58,Female,Asian
6440,Rejected without Interview,509,3.84,3.78,,-0.29,Male,White/Caucasian
6468,Rejected without Interview,511,3.71,3.78,,0.84,Female,Asian
6616,Rejected without Interview,521,3.67,3.78,,0.11,Male,Asian
6654,Rejected without Interview,516,3.75,3.78,,-0.28,Male,White/Caucasian
6660,Withdrew Application After Interview,520,3.79,3.78,,0.44,Male,Asian
6668,Rejected without Interview,515,3.75,3.78,,-1.17,Male,White/Caucasian
6746,Rejected without Interview,516,3.77,3.78,,-0.24,Male,Asian
6760,Rejected without Interview,506,3.71,3.78,,-0.07,Male,White/Caucasian
6889,Rejected without Interview,509,3.82,3.78,,-0.23,Female,Asian
6944,Rejected without Interview,499,3.69,3.78,,0.37,Female,White/Caucasian
6995,Declined Admissions Offer,513,3.66,3.78,,1.05,Female,Asian
6998,Rejected without Interview,507,3.74,3.78,,0.12,Male,White/Caucasian
7034,Rejected without Interview,503,3.65,3.78,,-0.4,Male,White/Caucasian
7066,Rejected without Interview,510,3.68,3.78,4,-1.4,Male,Asian
7137,Rejected without Interview,518,3.68,3.78,,0.96,Female,Asian
7186,Rejected without Interview,492,3.64,3.78,3.53,1.09,Female,Hispanic
7261,Rejected without Interview,514,3.65,3.78,,-2.13,Male,Unreported
7291,Rejected without Interview,511,3.81,3.78,4,0.03,Male,White/Caucasian
7344,Declined Admissions Offer,512,3.6,3.78,3.53,1.06,Female,White/Caucasian
7496,Rejected without Interview,501,3.7,3.78,,-0.83,Female,African American
7531,Rejected without Interview,508,3.68,3.78,,-0.73,Male,White/Caucasian
7600,Rejected without Interview,499,3.39,3.78,,-0.06,Female,Hispanic
7767,Rejected without Interview,506,3.74,3.78,,-1.16,Male,Hispanic
7798,Rejected without Interview,515,3.7,3.78,,0.54,Female,Asian
7802,Declined Admissions Offer,512,3.71,3.78,,1.96,Female,American Indian
7804,Rejected without Interview,511,3.68,3.78,,-1.15,Male,White/Caucasian
7828,Rejected without Interview,503,3.72,3.78,3.66,0.66,Male,Asian
7838,Withdrew Application After Interview,520,3.66,3.78,,1.24,Male,White/Caucasian
7897,Withdrew Application Before Interview,502,3.74,3.78,,-0.05,Male,Hispanic
7975,Rejected without Interview,512,3.66,3.78,,-1.25,Female,Asian
7985,Rejected without Interview,503,3.59,3.78,4,-2.36,Female,African American
8004,Declined Admissions Offer,508,3.66,3.78,,-0.68,Male,Hispanic
8026,Rejected without Interview,510,3.61,3.78,,0.24,Male,Asian
8036,Rejected without Interview,511,3.61,3.78,,-0.11,Female,Hispanic
8090,Declined Admissions Offer,512,3.47,3.78,,-0.37,Female,Hispanic
8210,Rejected without Interview,503,3.56,3.78,,0.07,Male,White/Caucasian
8310,Rejected without Interview,504,3.64,3.78,3,-0.65,Female,Asian
8381,Rejected without Interview,502,3.66,3.78,,-0.97,Female,Asian
8416,Rejected without Interview,508,3.57,3.78,,-0.23,Male,Asian
8439,Declined Admissions Offer,507,3.62,3.78,,0.5,Female,African American
8451,Rejected without Interview,510,3.69,3.78,,-0.67,Female,Asian
8544,Withdrew Application After Interview,513,3.66,3.78,,-0.32,Female,Hispanic
8557,Rejected without Interview,517,3.77,3.78,,-0.29,Male,White/Caucasian
8624,Rejected without Interview,514,3.71,3.78,,-0.52,Male,Multiple
8717,Rejected without Interview,,3.62,3.78,3.9,-0.75,Female,Unreported
8828,Offered Admissions-Matriculated,512,3.63,3.78,3.82,0.75,Female,Asian
8859,Rejected without Interview,514,3.69,3.78,,-0.89,Male,White/Caucasian
8925,Rejected without Interview,503,3.64,3.78,3.92,-1.56,Female,White/Caucasian
8953,Rejected without Interview,502,3.62,3.78,,-1.33,Female,White/Caucasian
9006,Rejected without Interview,513,3.75,3.78,,-0.33,Male,Asian
9043,Rejected without Interview,517,3.75,3.78,,0.76,Male,White/Caucasian
9193,Rejected without Interview,508,3.59,3.78,,-0.85,Female,White/Caucasian
9380,Rejected without Interview,500,3.67,3.78,,-0.2,Female,African American
9429,Rejected without Interview,506,3.61,3.78,4,1.1,Female,Hispanic
9479,Rejected without Interview,508,3.7,3.78,,-0.38,Female,White/Caucasian
9729,Rejected without Interview,508,3.74,3.78,,-0.33,Female,White/Caucasian
9872,Rejected without Interview,506,3.55,3.78,,1,Female,Asian
9936,Rejected without Interview,507,3.73,3.78,4,-0.11,Male,White/Caucasian
9959,Rejected without Interview,510,3.65,3.78,,0.97,Female,Asian
9975,Withdrew Application After Interview,507,3.77,3.78,,-0.31,Female,Hispanic
10019,Withdrew Application Before Interview,515,3.63,3.78,,0.63,Male,Asian
10039,Rejected without Interview,505,3.54,3.78,,0.53,Female,Multiple
10116,Rejected without Interview,511,3.67,3.78,,-0.31,Female,Asian
10159,Rejected without Interview,508,3.64,3.78,,0.25,Male,White/Caucasian
10211,Rejected without Interview,502,3.69,3.78,,-0.81,Male,Asian
10214,Rejected without Interview,506,3.54,3.78,4,-0.07,Male,White/Caucasian
10251,Withdrew Application After Interview,512,3.66,3.78,,0.92,Female,White/Caucasian
10288,Rejected without Interview,501,3.76,3.78,,-2.37,Male,African American
10377,Rejected without Interview,505,3.62,3.78,,,Male,Asian
10432,Rejected without Interview,489,3.59,3.78,,,Female,Asian
10503,Rejected without Interview,489,3.82,3.78,,-2.21,Male,African American
10530,Rejected without Interview,503,3.72,3.78,,0.55,Female,African American
10701,Rejected without Interview,503,3.65,3.78,,0.71,Female,Asian
10758,Rejected without Interview,511,3.51,3.78,4,0.1,Male,White/Caucasian
10808,Rejected without Interview,514,3.67,3.78,,-1.1,Male,Hispanic
10925,Rejected without Interview,508,3.66,3.78,,-0.7,Male,Asian
10929,Rejected without Interview,509,3.46,3.78,3.86,0.91,Female,White/Caucasian
11363,Rejected without Interview,511,3.69,3.78,,0.04,Female,African American
11409,Rejected without Interview,507,3.64,3.78,,0.92,Female,White/Caucasian
11444,Rejected without Interview,518,3.98,3.78,3.92,,Male,Hispanic
11458,Rejected without Interview,502,3.65,3.78,,,Male,Hispanic
11550,Rejected without Interview,514,3.5,3.78,,,Female,Asian
11588,Rejected without Interview,506,3.7,3.78,,,Female,Asian
11619,Rejected without Interview,495,3.65,3.78,,-0.67,Male,White/Caucasian
6207,Rejected without Interview,511,3.54,3.77,,-0.51,Female,Asian
6298,Rejected without Interview,513,3.72,3.77,,-2.66,Male,White/Caucasian
6416,Rejected without Interview,511,3.61,3.77,,1.08,Female,White/Caucasian
6477,Rejected without Interview,504,3.59,3.77,,0.73,Female,White/Caucasian
6587,Rejected without Interview,518,3.68,3.77,,1.18,Male,Asian
6589,Rejected without Interview,497,3.54,3.77,,0.69,Female,Asian
6674,Declined Admissions Offer,509,3.69,3.77,,0.15,Male,White/Caucasian
6697,Rejected without Interview,506,3.82,3.77,,-0.98,Male,Asian
6761,Rejected without Interview,511,3.52,3.77,,0.08,Female,Unreported
6785,Rejected without Interview,517,3.64,3.77,,-0.29,Male,Unreported
6970,Rejected without Interview,508,3.65,3.77,,-0.21,Male,White/Caucasian
7033,Offered Admissions-Matriculated,514,3.68,3.77,,0.94,Female,Multiple
7179,Rejected without Interview,511,3.62,3.77,,0.26,Male,White/Caucasian
7192,Withdrew Application Before Interview,508,3.67,3.77,,0.09,Male,Hispanic
7203,Rejected without Interview,,3.72,3.77,,,Female,Asian
7387,Rejected without Interview,494,3.51,3.77,,-0.42,Female,Hispanic
7467,Declined Admissions Offer,518,3.54,3.77,,1.5,Female,Hispanic
7474,Rejected without Interview,505,3.73,3.77,,-0.76,Male,Asian
7477,Rejected without Interview,507,3.7,3.77,,-1.93,Female,Hispanic
7508,Rejected without Interview,512,3.72,3.77,,0.97,Female,White/Caucasian
7662,Withdrew Application After Interview,517,3.65,3.77,,0.09,Female,Asian
7680,Rejected without Interview,506,3.71,3.77,,0.89,Female,White/Caucasian
7695,Rejected without Interview,504,3.69,3.77,,-0.57,Male,White/Caucasian
7709,Rejected without Interview,505,3.72,3.77,,-0.4,Male,White/Caucasian
7729,Rejected without Interview,513,3.56,3.77,,1.31,Female,Asian
7843,Offered Admissions-Matriculated,518,3.7,3.77,,1.92,Male,Asian
7910,Rejected without Interview,511,3.55,3.77,,1.45,Female,Multiple
7936,Rejected without Interview,511,3.59,3.77,,1.6,Male,Asian
8021,Rejected without Interview,518,3.79,3.77,,0,Female,Unreported
8073,Withdrew Application Before Interview,,3.74,3.77,,-1.49,Male,Hispanic
8133,Rejected without Interview,512,3.76,3.77,3.85,0.12,Female,White/Caucasian
8174,Rejected without Interview,511,3.9,3.77,,-0.95,Male,Asian
8262,Rejected without Interview,505,3.65,3.77,,-0.36,Female,Asian
8356,Rejected without Interview,518,3.65,3.77,,0.02,Female,Asian
8473,Rejected without Interview,513,3.78,3.77,,0.11,Male,White/Caucasian
8490,Rejected without Interview,509,3.79,3.77,,-1.43,Male,Asian
8686,Rejected without Interview,501,3.9,3.77,,0.04,Male,Hispanic
8735,Offered Admissions-Matriculated,504,3.76,3.77,,-0.4,Female,African American
8827,Rejected without Interview,510,3.69,3.77,4,1.35,Female,Asian
8831,Rejected without Interview,504,3.75,3.77,,1.08,Female,Asian
8896,Rejected without Interview,517,3.55,3.77,,0.76,Female,Multiple
8922,Alternate Pool/Waitlist,504,3.68,3.77,,-0.07,Male,Hispanic
9061,Rejected without Interview,506,3.61,3.77,,-0.56,Female,White/Caucasian
9270,Rejected without Interview,519,3.69,3.77,,-2.01,Female,White/Caucasian
9315,Rejected without Interview,494,3.87,3.77,,,Male,Asian
9330,Rejected without Interview,499,3.5,3.77,,1.26,Female,White/Caucasian
9480,Rejected without Interview,514,3.72,3.77,,-0.15,Female,White/Caucasian
9514,Rejected without Interview,504,3.61,3.77,,0.66,Female,Asian
9536,Rejected without Interview,502,3.56,3.77,,0.68,Female,Asian
9588,Rejected without Interview,513,3.58,3.77,,-0.14,Female,White/Caucasian
9780,Rejected without Interview,497,3.73,3.77,,1.25,Female,Asian
9789,Rejected without Interview,509,3.71,3.77,,1.59,Female,White/Caucasian
9792,Rejected without Interview,499,3.71,3.77,,0.52,Female,Hispanic
9800,Rejected without Interview,513,3.76,3.77,,-0.87,Male,Asian
9833,Rejected without Interview,487,3.62,3.77,,0.83,Female,White/Caucasian
9851,Rejected without Interview,508,3.75,3.77,,-0.62,Male,Hispanic
9861,Rejected without Interview,505,3.57,3.77,3.91,-0.5,Female,African American
9986,Rejected After Interviewer,503,3.7,3.77,,-0.24,Female,African American
9989,Rejected without Interview,496,3.76,3.77,,-0.23,Male,White/Caucasian
10054,Rejected without Interview,496,3.34,3.77,,-1.27,Female,White/Caucasian
10115,Rejected without Interview,501,3.55,3.77,,0.68,Female,White/Caucasian
10198,Rejected without Interview,510,3.56,3.77,,0.51,Female,Asian
10208,Rejected without Interview,508,3.75,3.77,,-0.27,Male,Asian
10284,Rejected without Interview,517,3.73,3.77,3.56,-0.2,Male,Asian
10307,Rejected without Interview,505,3.53,3.77,,0.33,Male,Asian
10431,Rejected without Interview,504,3.69,3.77,,1.25,Female,White/Caucasian
10478,Rejected without Interview,504,3.79,3.77,,,Male,Hispanic
10519,Rejected without Interview,506,3.84,3.77,,0.79,Male,Asian
10547,Rejected without Interview,503,3.39,3.77,,0.31,Male,White/Caucasian
10563,Rejected without Interview,496,3.67,3.77,,-0.05,Male,African American
10611,Rejected without Interview,509,3.58,3.77,,0.25,Male,White/Caucasian
10728,Rejected without Interview,496,3.6,3.77,,-0.98,Male,White/Caucasian
10762,Rejected without Interview,511,3.64,3.77,,0.52,Male,White/Caucasian
10772,Alternate Pool/Waitlist,510,3.66,3.77,,0.02,Female,African American
10827,Rejected without Interview,503,3.85,3.77,,-0.42,Male,White/Caucasian
11053,Rejected without Interview,507,3.68,3.77,,1.34,Male,Unreported
11181,Rejected without Interview,514,3.67,3.77,3.9,-1.23,Male,White/Caucasian
11279,Rejected without Interview,490,3.69,3.77,,,Male,Hispanic
11338,Offered Admissions-Matriculated,517,3.56,3.77,3.69,0.96,Male,White/Caucasian
11406,Rejected without Interview,508,3.84,3.77,,0.67,Male,White/Caucasian
11482,Rejected without Interview,500,3.78,3.77,,,Female,African American
11567,Rejected without Interview,483,3.7,3.77,4,,Female,Hispanic
6304,Rejected without Interview,511,3.7,3.76,,0.78,Female,White/Caucasian
6373,Rejected without Interview,508,3.68,3.76,,-0.33,Male,Asian
6430,Withdrew Application After Interview,503,3.61,3.76,4,1.17,Female,Hispanic
6481,Rejected without Interview,513,3.7,3.76,,-1.17,Female,White/Caucasian
6488,Rejected without Interview,,3.67,3.76,,,Female,Unreported
6548,Rejected without Interview,491,3.72,3.76,3.93,-1.15,Male,Hispanic
6593,Rejected without Interview,514,3.83,3.76,,0.74,Female,Multiple
6645,Rejected without Interview,511,3.65,3.76,,1.33,Male,White/Caucasian
6649,Rejected without Interview,507,3.64,3.76,,0,Male,Asian
6693,Rejected without Interview,513,3.6,3.76,,-0.88,Female,White/Caucasian
6843,Rejected without Interview,507,3.78,3.76,,0.73,Female,White/Caucasian
6874,Rejected without Interview,510,3.65,3.76,3.72,-0.26,Male,White/Caucasian
6905,Rejected without Interview,502,3.67,3.76,,,Female,White/Caucasian
7089,Rejected without Interview,508,3.6,3.76,,-2.12,Female,Asian
7201,Rejected without Interview,510,3.58,3.76,4,-0.13,Female,Asian
7244,Rejected without Interview,507,3.75,3.76,,-0.22,Female,Asian
7298,Rejected without Interview,509,3.68,3.76,,-0.76,Female,White/Caucasian
7302,Rejected without Interview,517,3.83,3.76,3.63,0.12,Male,White/Caucasian
7434,Rejected without Interview,505,3.78,3.76,,0.93,Female,Asian
7593,Withdrew Application After Interview,513,3.59,3.76,,1.02,Female,Asian
7665,Rejected without Interview,515,3.53,3.76,,0.86,Female,White/Caucasian
7820,Rejected without Interview,504,3.71,3.76,,0.82,Male,White/Caucasian
7829,Rejected without Interview,512,3.58,3.76,,-0.23,Male,White/Caucasian
7833,Rejected without Interview,496,3.69,3.76,,-0.62,Female,White/Caucasian
7891,Declined Admissions Offer,515,3.48,3.76,,0.91,Female,Hispanic
7907,Rejected without Interview,501,3.66,3.76,,,Male,Hispanic
7983,Withdrew Application After Interview,516,3.93,3.76,,1.53,Male,White/Caucasian
8105,Rejected without Interview,513,3.57,3.76,,-0.85,Male,White/Caucasian
8186,Rejected without Interview,515,3.71,3.76,,-0.05,Male,Asian
8198,Rejected without Interview,504,3.66,3.76,,-0.43,Female,White/Caucasian
8247,Rejected without Interview,505,3.69,3.76,,0.15,Female,Asian
8257,Rejected without Interview,514,3.4,3.76,3.91,1.09,Female,Asian
8337,Rejected without Interview,495,3.39,3.76,,0.66,Female,White/Caucasian
8348,Rejected After Interviewer,510,3.67,3.76,4,-0.62,Male,White/Caucasian
8358,Rejected without Interview,511,3.54,3.76,,0.16,Female,White/Caucasian
8463,Rejected without Interview,509,3.57,3.76,,0.67,Female,Asian
8585,Rejected without Interview,507,3.68,3.76,,0.48,Female,Multiple
8841,Withdrew Application from Alternate Pool,507,3.54,3.76,4,0.27,Male,Multiple
8981,Rejected without Interview,495,3.74,3.76,,0.51,Female,Asian
9109,Rejected without Interview,516,3.79,3.76,,0.67,Female,White/Caucasian
9127,Rejected without Interview,511,3.63,3.76,,-1.49,Male,White/Caucasian
9152,Rejected without Interview,,3.96,3.76,,0.58,Female,Asian
9174,Rejected without Interview,510,3.64,3.76,,0.41,Female,Asian
9253,Rejected without Interview,514,3.53,3.76,,0.41,Female,Asian
9331,Rejected without Interview,502,3.68,3.76,,-1.15,Male,White/Caucasian
9345,Rejected without Interview,508,3.72,3.76,,,Male,White/Caucasian
9401,Rejected without Interview,517,3.68,3.76,,-0.36,Male,White/Caucasian
9500,Rejected without Interview,503,3.85,3.76,,-0.44,Female,Asian
9508,Rejected without Interview,510,3.61,3.76,3.94,-0.49,Female,Asian
9554,Rejected without Interview,500,3.58,3.76,,1.08,Female,White/Caucasian
9625,Rejected without Interview,499,3.66,3.76,,-1.96,Female,Hispanic
9633,Rejected without Interview,513,3.6,3.76,,-0.82,Male,Asian
9655,Offered Admissions-Matriculated,502,3.69,3.76,,-0.52,Female,Hispanic
9678,Rejected without Interview,505,3.58,3.76,,0.52,Male,White/Caucasian
9743,Rejected without Interview,509,3.8,3.76,,-0.79,Male,White/Caucasian
9751,Rejected without Interview,510,3.74,3.76,,-0.11,Male,Asian
9767,Rejected without Interview,503,3.71,3.76,,-0.82,Female,Asian
9850,Rejected without Interview,508,3.75,3.76,,0.17,Female,White/Caucasian
9879,Rejected without Interview,497,3.66,3.76,,-0.23,Female,Asian
10075,Rejected without Interview,515,3.58,3.76,,-1.12,Male,White/Caucasian
10145,Withdrew Application After Interview,508,3.65,3.76,,0.72,Female,Hispanic
10182,Rejected without Interview,504,3.58,3.76,,0.5,Female,White/Caucasian
10462,Rejected without Interview,512,3.64,3.76,4,0.03,Male,Asian
10589,Rejected without Interview,514,3.52,3.76,,,Female,Asian
10592,Rejected without Interview,504,3.54,3.76,,0.9,Male,Asian
10599,Offered Admissions-Matriculated,502,3.68,3.76,,0.17,Female,African American
10615,Rejected without Interview,496,3.54,3.76,,-0.29,Female,Hispanic
10699,Rejected without Interview,514,3.56,3.76,,-0.37,Male,White/Caucasian
10815,Rejected without Interview,489,3.72,3.76,,-0.72,Male,African American
10894,Rejected without Interview,498,3.83,3.76,,,Female,White/Caucasian
10970,Rejected without Interview,505,3.78,3.76,,,Female,Hispanic
11012,Rejected without Interview,497,3.72,3.76,,,Female,White/Caucasian
11021,Rejected without Interview,518,3.66,3.76,,0.19,Female,White/Caucasian
11027,Rejected without Interview,491,3.71,3.76,,-0.48,Female,Asian
11031,Rejected without Interview,502,3.77,3.76,,0.67,Female,White/Caucasian
11076,Rejected without Interview,499,3.77,3.76,,0.18,Female,Asian
11115,Rejected without Interview,506,3.82,3.76,,-0.1,Male,Hispanic
11144,Rejected without Interview,500,3.81,3.76,3.3,,Male,White/Caucasian
11344,Rejected without Interview,503,3.44,3.76,,,Female,White/Caucasian
11552,Rejected without Interview,502,3.65,3.76,,,Female,African American
6260,Rejected without Interview,496,3.68,3.75,,-0.42,Male,Hispanic
6274,Rejected without Interview,498,3.56,3.75,,1.24,Female,Asian
6319,Offered Admissions-Matriculated,514,3.56,3.75,,-0.2,Female,Asian
6374,Rejected without Interview,505,3.52,3.75,,-0.25,Female,Hispanic
6529,Rejected without Interview,509,3.58,3.75,4,-1.64,Female,White/Caucasian
6547,Rejected without Interview,505,3.57,3.75,,-0.33,Female,White/Caucasian
6685,Rejected without Interview,507,3.79,3.75,,-0.27,Female,Asian
6718,Rejected without Interview,,3.7,3.75,,,Female,White/Caucasian
6782,Withdrew Application After Interview,508,3.6,3.75,,-0.15,Female,Hispanic
6790,Rejected without Interview,494,3.53,3.75,,-0.38,Male,Asian
