Random Unique Identifier,Admissions Decision,MCAT,GPA_Overall_Sci,Overall GPA,GPA_Grad_Total,Casper Score,Gender/Sex,Race/Ethnicity
5546,Rejected without Interview,499,3.45,3.69,,1.25,Female,Hispanic
5599,Rejected without Interview,501,3.35,3.69,,-0.98,Female,White/Caucasian
5694,Alternate Pool/Waitlist,505,3.5,3.69,,0.3,Male,White/Caucasian
6071,Rejected without Interview,498,3.57,3.69,3.73,1.84,Male,Asian
277,Withdrew Application After Interview,510,3.49,3.68,,-0.23,Female,White/Caucasian
307,Rejected without Interview,498,3.38,3.68,,0.89,Female,White/Caucasian
385,Rejected without Interview,507,3.59,3.68,,,Male,White/Caucasian
422,Rejected without Interview,514,3.4,3.68,,0.15,Female,Asian
495,Declined Admissions Offer,516,3.79,3.68,,0.19,Male,White/Caucasian
604,Declined Admissions Offer,513,3.24,3.68,4,1.54,Female,Hispanic
773,Rejected without Interview,499,3.57,3.68,,-0.24,Male,Asian
869,Rejected without Interview,515,3.72,3.68,,-0.62,Male,White/Caucasian
870,Rejected without Interview,508,3.47,3.68,,0.83,Female,Asian
947,Withdrew Application Before Interview,514,3.63,3.68,,-0.97,Female,White/Caucasian
964,Rejected without Interview,500,3.8,3.68,,-0.4,Female,Hispanic
1176,Rejected without Interview,505,3.14,3.68,,-0.02,Female,Asian
1249,Offered Admissions-Matriculated,519,3.57,3.68,,0.95,Female,Multiple
1357,Declined Admissions Offer,516,3.95,3.68,4,0.28,Male,White/Caucasian
1418,Rejected without Interview,516,3.56,3.68,,0.55,Male,White/Caucasian
1565,Rejected without Interview,502,3.53,3.68,,0.59,Female,Asian
1575,Rejected without Interview,503,3.63,3.68,,0.02,Female,Asian
1758,Offered Admissions-Matriculated,509,3.73,3.68,,-0.43,Male,Hispanic
1953,Rejected without Interview,510,3.71,3.68,4,-0.75,Male,White/Caucasian
1970,Rejected without Interview,498,3.82,3.68,,-1.49,Male,White/Caucasian
2018,Rejected without Interview,508,3.76,3.68,,-0.72,Male,White/Caucasian
2136,Rejected without Interview,504,3.75,3.68,,-0.66,Female,Hispanic
2143,Rejected without Interview,498,3.45,3.68,,-0.14,Female,White/Caucasian
2304,Rejected without Interview,507,3.57,3.68,,1.37,Female,Asian
2331,Rejected without Interview,,3.55,3.68,,,Female,African American
2334,Rejected without Interview,522,3.67,3.68,,-1.18,Male,White/Caucasian
2479,Offered Admissions-Matriculated,505,3.47,3.68,,-1.27,Male,African American
2554,Rejected without Interview,499,3.75,3.68,,-1.11,Female,Multiple
2652,Rejected without Interview,509,3.61,3.68,,,Female,Asian
2663,Withdrew Application After Interview,507,3.61,3.68,3.81,-0.83,Male,African American
2685,Rejected without Interview,506,3.46,3.68,4,0.02,Female,Asian
2725,Rejected without Interview,508,3.61,3.68,,-2.16,Male,African American
2951,Rejected without Interview,504,3.53,3.68,,-1.03,Female,Hispanic
2988,Rejected without Interview,502,3.5,3.68,,0.95,Male,Asian
3231,Alternate Pool/Waitlist,509,3.64,3.68,,0.59,Female,White/Caucasian
3361,Rejected without Interview,505,3.43,3.68,,-1.47,Male,White/Caucasian
3474,Rejected without Interview,491,3.43,3.68,,0.65,Female,White/Caucasian
3528,Rejected without Interview,509,3.68,3.68,3.46,0.27,Female,White/Caucasian
3565,Rejected without Interview,510,3.48,3.68,3.36,,Female,Asian
3586,Rejected without Interview,484,3.34,3.68,,-1.05,Male,African American
3596,Alternate Pool/Waitlist,506,3.76,3.68,,0.17,Male,Multiple
3744,Rejected without Interview,515,3.4,3.68,,-1.1,Male,White/Caucasian
3754,Rejected without Interview,,3.41,3.68,,-1.13,Male,White/Caucasian
3774,Rejected without Interview,506,3.54,3.68,,-1.01,Male,White/Caucasian
3777,Rejected without Interview,517,3.71,3.68,,0.76,Male,White/Caucasian
3782,Rejected without Interview,501,3.46,3.68,,-1.96,Male,Hispanic
3827,Rejected without Interview,499,3.55,3.68,,1.12,Female,Asian
3829,Rejected without Interview,496,3.6,3.68,3.33,0.44,Female,White/Caucasian
3866,Rejected without Interview,510,3.61,3.68,,-1.06,Male,White/Caucasian
3940,Rejected without Interview,509,3.53,3.68,,-1.03,Female,White/Caucasian
4043,Withdrew Application Before Interview,507,3.43,3.68,,,Female,White/Caucasian
4085,Rejected without Interview,511,3.56,3.68,,0.47,Male,White/Caucasian
4129,Rejected without Interview,488,3.54,3.68,,-0.95,Female,Hispanic
4273,Rejected without Interview,513,3.47,3.68,,-0.85,Male,White/Caucasian
4421,Rejected without Interview,500,3.44,3.68,3.83,,Female,White/Caucasian
4562,Rejected without Interview,497,3.57,3.68,,-0.88,Female,Hispanic
4594,Rejected without Interview,,3.49,3.68,,-0.79,Female,Hispanic
4811,Rejected without Interview,506,3.53,3.68,,-0.15,Female,Asian
4884,Rejected without Interview,497,3.7,3.68,,0.2,Female,Hispanic
4896,Rejected without Interview,510,3.54,3.68,,0.96,Male,White/Caucasian
5002,Rejected without Interview,502,3.61,3.68,,0.04,Female,White/Caucasian
5010,Alternate Pool/Waitlist,502,3.66,3.68,,0.08,Female,Hispanic
5060,Rejected without Interview,494,3.65,3.68,,,Female,Asian
5197,Rejected without Interview,506,3.59,3.68,,,Female,White/Caucasian
5257,Rejected without Interview,496,3.6,3.68,,-1.23,Male,White/Caucasian
5465,Rejected without Interview,518,3.57,3.68,3.58,-1.12,Male,White/Caucasian
5471,Rejected without Interview,510,3.58,3.68,4,,Female,Asian
5553,Rejected without Interview,511,3.26,3.68,,0.37,Female,Hispanic
5621,Rejected without Interview,493,3.62,3.68,,-2.1,Male,Hispanic
5721,Rejected without Interview,506,3.6,3.68,,-2.37,Male,White/Caucasian
5790,Rejected without Interview,505,3.56,3.68,,,Male,White/Caucasian
5895,Rejected without Interview,511,3.58,3.68,,,Male,Multiple
6008,Rejected without Interview,516,3.54,3.68,,,Male,Asian
6038,Rejected without Interview,,3.66,3.68,3.67,,Female,African American
6051,Rejected without Interview,501,3.64,3.68,,,Male,Hispanic
6060,Rejected without Interview,500,3.55,3.68,,,Female,White/Caucasian
6166,Rejected without Interview,507,3.42,3.68,,,Female,White/Caucasian
179,Rejected without Interview,,3.66,3.67,,-2.41,Male,White/Caucasian
207,Rejected without Interview,504,3.9,3.67,,0.09,Male,Asian
234,Declined Admissions Offer,504,3.49,3.67,,-0.83,Female,African American
469,Rejected without Interview,509,3.55,3.67,,-0.7,Male,Asian
577,Alternate Pool/Waitlist,510,3.59,3.67,,-0.35,Female,White/Caucasian
671,Rejected without Interview,515,3.64,3.67,3.96,-0.26,Male,White/Caucasian
685,Alternate Pool/Waitlist,509,3.58,3.67,,-0.26,Female,White/Caucasian
855,Rejected without Interview,509,3.79,3.67,,-1.54,Male,White/Caucasian
860,Rejected without Interview,510,3.51,3.67,,-0.07,Female,Asian
898,Withdrew Application After Interview ,516,3.59,3.67,,-0.23,Male,Asian
1110,Alternate Pool/Waitlist,500,3.62,3.67,,1.3,Male,Hispanic
1251,Withdrew Application After Interview,525,3.82,3.67,,-0.4,Male,White/Caucasian
1264,Withdrew Application After Interview,510,3.59,3.67,,-0.19,Male,White/Caucasian
1279,Rejected without Interview,506,3.53,3.67,,-0.04,Female,White/Caucasian
1364,Rejected without Interview,510,3.51,3.67,3.1,-0.39,Male,White/Caucasian
1464,Rejected without Interview,496,3.56,3.67,,-1.17,Male,Hispanic
1503,Rejected without Interview,491,3.45,3.67,,-0.1,Male,Hispanic
1581,Rejected without Interview,505,3.33,3.67,,-1.59,Female,White/Caucasian
1985,Withdrew Application After Interview,510,3.44,3.67,,1.7,Female,African American
2031,Rejected without Interview,509,3.53,3.67,4,-1.15,Male,White/Caucasian
2101,Alternate Pool/Waitlist,509,3.62,3.67,,0.94,Female,Unreported
2243,Rejected without Interview,503,3.5,3.67,,0.36,Female,White/Caucasian
2281,Rejected without Interview,500,3.43,3.67,3.9,-1.24,Female,Hispanic
2463,Rejected without Interview,502,3.38,3.67,,0.45,Female,Asian
2464,Rejected without Interview,511,3.7,3.67,,-0.57,Male,White/Caucasian
2553,Rejected without Interview,500,3.53,3.67,4,-1.18,Female,African American
2581,Rejected without Interview,496,3.39,3.67,,-0.84,Female,White/Caucasian
2598,Alternate Pool/Waitlist,502,3.51,3.67,,0.02,Male,White/Caucasian
2681,Rejected without Interview,519,3.89,3.67,,0.1,Male,White/Caucasian
2690,Rejected without Interview,508,3.53,3.67,,-0.87,Female,Asian
2716,Rejected without Interview,510,3.63,3.67,,1.31,Male,Unreported
2739,Rejected without Interview,508,3.15,3.67,,-0.24,Female,Hispanic
2764,Rejected without Interview,512,3.64,3.67,,-1.86,Male,White/Caucasian
2784,Rejected without Interview,505,3.45,3.67,,0.27,Female,White/Caucasian
2800,Rejected without Interview,500,3.31,3.67,,2.26,Female,Hispanic
3032,Rejected without Interview,513,3.34,3.67,,-0.11,Male,African American
3034,Rejected without Interview,508,3.54,3.67,3.69,-2.17,Female,Asian
3105,Rejected without Interview,507,3.57,3.67,,0.41,Male,Hispanic
3207,Offered Admissions-Matriculated,513,3.59,3.67,3.92,0.09,Male,Asian
3212,Rejected without Interview,502,3.61,3.67,3.6,-0.6,Female,White/Caucasian
3230,Rejected without Interview,507,3.46,3.67,,0.74,Female,Asian
3365,Rejected without Interview,517,3.33,3.67,,1.12,Male,Asian
3404,Rejected without Interview,507,3.69,3.67,,0.45,Female,Asian
3428,Rejected without Interview,,3.48,3.67,,-0.94,Male,White/Caucasian
3469,Rejected without Interview,509,3.68,3.67,,-0.56,Male,White/Caucasian
3615,Rejected without Interview,482,3.57,3.67,,-0.66,Female,African American
3640,Rejected without Interview,508,3.43,3.67,3.9,-0.26,Female,Asian
3643,Rejected without Interview,499,3.52,3.67,,0.19,Female,Multiple
3652,Rejected without Interview,495,3.53,3.67,,,Male,Hispanic
3722,Rejected without Interview,504,3.59,3.67,,0.8,Male,Asian
3887,Rejected without Interview,495,3.58,3.67,,-0.16,Female,Hispanic
4004,Rejected without Interview,517,3.54,3.67,,0.81,Male,Asian
4228,Rejected without Interview,518,3.66,3.67,,,Male,Asian
4332,Alternate Pool/Waitlist,508,3.63,3.67,,0.62,Female,Asian
4629,Rejected without Interview,507,3.65,3.67,,1.24,Female,Asian
4743,Rejected without Interview,497,3.61,3.67,,0.47,Male,Hispanic
4789,Rejected without Interview,506,3.44,3.67,,,Male,White/Caucasian
4818,Rejected without Interview,497,3.69,3.67,,1.47,Male,African American
4972,Rejected without Interview,511,3.62,3.67,4,-1.52,Male,Asian
5056,Rejected without Interview,503,3.47,3.67,3.36,0.11,Male,Asian
5148,Rejected without Interview,497,3.48,3.67,,,Female,White/Caucasian
5167,Rejected without Interview,502,3.43,3.67,,0.19,Female,African American
5373,Rejected without Interview,482,3.74,3.67,,0.43,Female,Hispanic
5426,Alternate Pool/Waitlist,514,3.33,3.67,3.93,1.81,Male,White/Caucasian
5749,Rejected without Interview,509,3.6,3.67,,0.27,Female,White/Caucasian
5750,Offered Admissions-Matriculated,504,3.71,3.67,3.72,-0.13,Male,Hispanic
5918,Rejected without Interview,501,3.44,3.67,,-0.64,Female,White/Caucasian
6024,Rejected without Interview,497,3.53,3.67,,,Female,Hispanic
6129,Rejected without Interview,507,3.57,3.67,,1.12,Female,Asian
93,Rejected without Interview,507,3.57,3.66,3.97,,Female,White/Caucasian
120,Rejected without Interview,510,3.49,3.66,,,Female,Unreported
131,Rejected without Interview,511,3.55,3.66,,-1.54,Female,White/Caucasian
276,Rejected without Interview,500,3.6,3.66,,-0.64,Female,White/Caucasian
332,Withdrew Application from Alternate Pool,504,3.41,3.66,4,0.75,Female,African American
448,Rejected without Interview,504,3.52,3.66,,0.94,Male,Asian
666,Rejected without Interview,512,3.75,3.66,,-1.71,Male,White/Caucasian
955,Offered Admissions-Matriculated,513,3.43,3.66,,0.51,Male,White/Caucasian
1129,Rejected without Interview,495,3.6,3.66,3.9,-0.42,Female,Asian
1321,Rejected without Interview,502,3.53,3.66,,-1.12,Female,White/Caucasian
1436,Rejected without Interview,508,3.4,3.66,,1.5,Male,White/Caucasian
1637,Rejected without Interview,511,3.73,3.66,3.96,-1.4,Male,White/Caucasian
1666,Rejected without Interview,517,3.69,3.66,,-0.67,Female,White/Caucasian
1779,Rejected without Interview,512,3.57,3.66,,-0.73,Female,White/Caucasian
1864,Rejected without Interview,505,3.63,3.66,4,-1.19,Female,White/Caucasian
1929,Rejected without Interview,501,3.42,3.66,,-0.95,Female,White/Caucasian
1932,Rejected without Interview,495,3.63,3.66,,-0.72,Female,American Indian
2015,Rejected without Interview,506,3.45,3.66,,-0.99,Female,White/Caucasian
2100,Rejected without Interview,496,3.51,3.66,,-2.01,Female,African American
2130,Rejected without Interview,514,3.49,3.66,,-0.09,Female,Asian
2148,Declined Admissions Offer,520,3.55,3.66,3.86,1.56,Female,Asian
2210,Rejected without Interview,489,3.45,3.66,3.9,0.91,Male,Multiple
2220,Rejected without Interview,502,3.63,3.66,,-1.48,Male,White/Caucasian
2296,Rejected without Interview,502,3.49,3.66,,-1.01,Female,White/Caucasian
2297,Rejected without Interview,501,3.39,3.66,,-1.1,Female,Hispanic
2303,Rejected without Interview,493,3.49,3.66,,0.35,Male,Asian
2365,Rejected without Interview,507,3.37,3.66,3.78,-0.15,Female,Asian
2414,Rejected without Interview,512,3.68,3.66,,1.42,Male,Asian
2524,Rejected without Interview,,3.53,3.66,,-0.8,Female,White/Caucasian
2639,Withdrew Application Before Interview,494,3.79,3.66,,,Male,Hispanic
2742,Rejected without Interview,506,3.43,3.66,4,0.74,Female,Hispanic
2781,Rejected without Interview,513,3.71,3.66,,-0.93,Male,White/Caucasian
2785,Declined Admissions Offer,516,3.53,3.66,,0.69,Female,Hispanic
2889,Rejected without Interview,501,3.48,3.66,,0.37,Female,White/Caucasian
3038,Rejected without Interview,485,3.53,3.66,,2.12,Female,Hispanic
3296,Rejected without Interview,508,3.63,3.66,,0.76,Male,White/Caucasian
3333,Withdrew Application Before Interview,,3.44,3.66,,0.61,Female,White/Caucasian
3547,Rejected without Interview,505,3.6,3.66,,1.39,Male,Asian
3705,Rejected without Interview,513,3.56,3.66,,-0.07,Male,Unreported
3713,Rejected without Interview,509,3.56,3.66,,0.31,Male,Hispanic
3762,Rejected without Interview,513,3.36,3.66,,-0.06,Male,Asian
3838,Rejected without Interview,506,3.39,3.66,4,,Male,Hispanic
3889,Rejected without Interview,492,3.31,3.66,,-1.02,Female,White/Caucasian
3900,Rejected without Interview,509,3.47,3.66,,0.54,Male,Asian
3994,Rejected without Interview,506,3.65,3.66,4,-0.51,Male,Hispanic
4148,Rejected without Interview,508,3.71,3.66,,-0.76,Female,White/Caucasian
4242,Rejected without Interview,510,3.18,3.66,3.86,-0.43,Female,Hispanic
4349,Offered Admissions-Matriculated,512,3.73,3.66,,-0.54,Male,Hispanic
4370,Rejected without Interview,515,3.61,3.66,,1.52,Male,White/Caucasian
4476,Rejected without Interview,501,3.71,3.66,,-1.15,Female,White/Caucasian
4728,Rejected without Interview,501,3.63,3.66,,-0.61,Female,Hispanic
5027,Rejected without Interview,506,3.52,3.66,,0.05,Male,Multiple
5037,Rejected without Interview,503,3.49,3.66,,0.4,Male,White/Caucasian
5198,Rejected without Interview,504,3.49,3.66,,-0.09,Male,Asian
5380,Rejected without Interview,491,3.51,3.66,,-0.91,Female,Hispanic
5758,Rejected without Interview,497,3.5,3.66,,1.18,Female,White/Caucasian
5789,Rejected without Interview,496,3.51,3.66,,-0.2,Female,Hispanic
6014,Rejected without Interview,501,3.4,3.66,,,Female,White/Caucasian
6027,Rejected without Interview,507,3.67,3.66,,,Female,White/Caucasian
6089,Rejected without Interview,498,3.55,3.66,4,,Male,Hispanic
6101,Rejected without Interview,500,3.59,3.66,3.43,-0.31,Male,African American
58,Rejected without Interview,505,3.69,3.65,,0.49,Male,White/Caucasian
121,Offered Admissions-Matriculated,507,3.53,3.65,,-0.4,Female,White/Caucasian
185,Withdrew Application Before Interview,508,3.22,3.65,,,Male,Asian
396,Rejected without Interview,498,3.54,3.65,,-1.06,Female,White/Caucasian
467,Withdrew Application After Interview,509,3.6,3.65,,-1.15,Male,Asian
497,Rejected without Interview,512,3.47,3.65,,0.02,Female,Asian
572,Rejected without Interview,511,3.58,3.65,,-1.15,Male,White/Caucasian
630,Rejected without Interview,503,3.52,3.65,4,0.26,Male,White/Caucasian
774,Rejected without Interview,522,3.17,3.65,,0.27,Female,Asian
790,Rejected without Interview,507,3.52,3.65,,-0.66,Male,White/Caucasian
926,Rejected without Interview,507,3.39,3.65,,-1.15,Female,White/Caucasian
930,Rejected without Interview,505,3.59,3.65,,-0.48,Male,Multiple
1024,Rejected without Interview,514,3.42,3.65,,-2.11,Female,White/Caucasian
1094,Rejected without Interview,511,3.44,3.65,,2.04,Male,White/Caucasian
1219,Withdrew Application After Interview,524,3.58,3.65,4,1.57,Male,Asian
1294,Rejected without Interview,516,3.39,3.65,,0.67,Female,White/Caucasian
1475,Offered Admissions-Matriculated,516,3.57,3.65,,-0.04,Male,Asian
1553,Offered Admissions-Matriculated,514,3.51,3.65,,0.93,Male,Asian
1780,Withdrew Application After Interview,515,3.66,3.65,4,-0.11,Male,White/Caucasian
2125,Rejected without Interview,506,3.18,3.65,,1.33,Female,Hispanic
2162,Withdrew Application Before Interview,,3.51,3.65,,,Female,White/Caucasian
2276,Rejected without Interview,504,3.56,3.65,,0.27,Female,Asian
2320,Rejected without Interview,508,3.32,3.65,,0.09,Female,White/Caucasian
2325,Rejected without Interview,501,3.5,3.65,3.8,-0.21,Female,White/Caucasian
2471,Alternate Pool/Waitlist,503,3.42,3.65,,-0.41,Female,Asian
2525,Rejected without Interview,,3.4,3.65,,-0.64,Female,White/Caucasian
2528,Rejected without Interview,512,3.57,3.65,,1.7,Female,White/Caucasian
2601,Rejected without Interview,501,3.36,3.65,3.64,-0.59,Female,Asian
2613,Rejected without Interview,506,3.36,3.65,,1.5,Female,White/Caucasian
2633,Alternate Pool/Waitlist,504,3.27,3.65,,0.28,Female,African American
2666,Rejected without Interview,504,3.58,3.65,,1.21,Male,Asian
2993,Rejected without Interview,502,3.63,3.65,3.72,0.83,Male,Asian
3133,Rejected without Interview,514,3.5,3.65,4,0.29,Male,White/Caucasian
3266,Rejected without Interview,498,3.4,3.65,,0.18,Female,Asian
3319,Rejected without Interview,513,3.5,3.65,,-0.1,Female,White/Caucasian
3618,Rejected without Interview,,3.33,3.65,,1.11,Female,White/Caucasian
3638,Rejected without Interview,509,3.41,3.65,,-1.67,Male,Asian
3666,Rejected without Interview,495,3.33,3.65,,-1.46,Female,African American
3673,Rejected without Interview,498,3.59,3.65,,0.33,Male,White/Caucasian
3888,Rejected without Interview,494,3.64,3.65,,1.43,Female,White/Caucasian
3924,Rejected without Interview,505,3.48,3.65,,0.76,Female,Hispanic
4037,Rejected without Interview,511,3.55,3.65,,-0.31,Male,White/Caucasian
4210,Rejected without Interview,510,3.36,3.65,,-0.78,Male,White/Caucasian
4279,Rejected without Interview,514,3.54,3.65,,1.82,Male,Asian
4381,Rejected without Interview,495,3.33,3.65,,-0.61,Female,African American
4431,Rejected without Interview,499,3.5,3.65,,-0.51,Female,White/Caucasian
4532,Rejected without Interview,490,3.44,3.65,,-1.42,Male,Multiple
4550,Rejected without Interview,508,3.6,3.65,,-0.06,Male,Asian
4560,Rejected without Interview,493,3.52,3.65,,-0.36,Male,White/Caucasian
4804,Rejected without Interview,506,3.45,3.65,,0.95,Male,Multiple
5135,Alternate Pool/Waitlist,504,3.37,3.65,,0.13,Female,Hispanic
5154,Rejected without Interview,504,3.53,3.65,3.48,,Female,African American
5239,Rejected without Interview,496,3.21,3.65,,-0.46,Male,White/Caucasian
5253,Rejected without Interview,499,3.53,3.65,,-2.32,Male,Hispanic
5402,Rejected without Interview,511,3.66,3.65,,0.67,Male,Unreported
5458,Rejected without Interview,493,3.46,3.65,3.56,-1.42,Female,Hispanic
5569,Rejected without Interview,498,3.64,3.65,3.91,,Female,Asian
5601,Rejected without Interview,515,3.42,3.65,,-0.21,Male,White/Caucasian
5907,Rejected without Interview,,3.54,3.65,,,Female,White/Caucasian
5996,Rejected without Interview,500,3.49,3.65,,,Female,Asian
6095,Rejected without Interview,499,3.51,3.65,3.89,1.35,Female,Asian
6146,Rejected without Interview,498,3.76,3.65,,,Female,African American
47,Rejected without Interview,495,3.21,3.64,,,Female,Asian
65,Offered Admissions-Matriculated,521,3.63,3.64,,1.37,Male,Hispanic
275,Rejected without Interview,508,3.66,3.64,,-0.89,Male,White/Caucasian
367,Rejected without Interview,504,3.56,3.64,3.88,,Male,Hispanic
515,Withdrew Application Before Interview,513,3.39,3.64,,0.6,Female,African American
670,Rejected without Interview,511,3.76,3.64,,-0.6,Male,White/Caucasian
682,Rejected without Interview,513,3.53,3.64,3.83,-1.31,Female,Asian
699,Rejected without Interview,507,3.61,3.64,,-0.4,Male,Asian
878,Rejected without Interview,485,3.48,3.64,,-2.01,Male,African American
1138,Rejected without Interview,513,3.34,3.64,,0.26,Male,Asian
1275,Offered Admissions-Matriculated,508,3.46,3.64,,1.33,Female,Asian
1330,Rejected without Interview,497,3.43,3.64,3.78,-0.51,Male,Hispanic
1510,Alternate Pool/Waitlist,505,3.55,3.64,,-0.91,Female,African American
1681,Rejected without Interview,498,3.41,3.64,,-0.52,Female,White/Caucasian
1757,Rejected without Interview,506,3.37,3.64,,,Female,White/Caucasian
1976,Rejected without Interview,509,3.51,3.64,,-1.48,Male,White/Caucasian
2005,Alternate Pool/Waitlist,508,3.39,3.64,,-0.26,Male,Hispanic
2050,Rejected without Interview,494,3.48,3.64,,0.51,Male,White/Caucasian
2255,Rejected without Interview,509,3.66,3.64,,0.2,Male,Asian
2262,Rejected without Interview,510,3.65,3.64,,1.03,Female,Asian
2289,Rejected without Interview,509,3.45,3.64,,0.21,Female,Asian
2298,Rejected without Interview,502,3.36,3.64,,1.3,Female,White/Caucasian
2347,Rejected without Interview,508,3.25,3.64,,0.32,Male,White/Caucasian
2538,Rejected without Interview,491,3.49,3.64,3.83,-0.65,Female,African American
2658,Rejected without Interview,511,3.53,3.64,,-1.03,Female,White/Caucasian
2825,Rejected without Interview,511,3.65,3.64,,-0.79,Male,Hispanic
2863,Rejected without Interview,499,3.22,3.64,,-0.95,Female,African American
2918,Rejected without Interview,498,3.66,3.64,,0.23,Female,African American
2941,Rejected without Interview,505,3.27,3.64,,-1.49,Female,African American
3211,Alternate Pool/Waitlist,507,3.7,3.64,,0.8,Female,White/Caucasian
3271,Rejected without Interview,513,3.44,3.64,,0.31,Male,White/Caucasian
3737,Rejected without Interview,503,3.09,3.64,4,0.98,Female,White/Caucasian
3898,Rejected without Interview,503,3.58,3.64,,-2.16,Female,White/Caucasian
3986,Rejected without Interview,,3.55,3.64,3.13,-1.01,Female,Asian
4013,Rejected without Interview,494,3.45,3.64,3.11,-0.88,Male,African American
4025,Rejected without Interview,509,3.64,3.64,3.81,0.28,Male,White/Caucasian
4098,Rejected without Interview,490,3.25,3.64,,0.98,Female,Hispanic
4152,Rejected without Interview,508,3.46,3.64,,-0.41,Female,White/Caucasian
4167,Rejected without Interview,493,3.37,3.64,,,Male,White/Caucasian
4226,Rejected without Interview,,3.55,3.64,,0.2,Male,White/Caucasian
4358,Rejected without Interview,507,3.55,3.64,,0.43,Female,White/Caucasian
4411,Rejected without Interview,496,3.53,3.64,4,0.73,Female,Asian
4423,Rejected without Interview,505,3.51,3.64,,0.68,Male,Asian
4515,Rejected without Interview,497,3.6,3.64,,,Female,Hispanic
4522,Rejected without Interview,502,3.64,3.64,,-0.95,Female,Asian
4539,Rejected without Interview,500,3.57,3.64,3.14,-1.52,Male,African American
4546,Rejected without Interview,507,3.65,3.64,,-1.28,Male,White/Caucasian
4651,Rejected without Interview,511,3.5,3.64,,-0.1,Female,Asian
4682,Rejected without Interview,485,3.56,3.64,,-1.97,Female,Hispanic
4893,Rejected without Interview,518,3.48,3.64,,0.39,Male,White/Caucasian
4901,Rejected without Interview,498,3.89,3.64,,-0.69,Male,Hispanic
4955,Rejected without Interview,498,3.68,3.64,,-1.7,Female,White/Caucasian
4959,Rejected without Interview,500,3.54,3.64,3.5,-0.31,Female,Multiple
5006,Rejected without Interview,506,3.59,3.64,3.91,,Male,White/Caucasian
5031,Rejected without Interview,499,3.46,3.64,4,0.6,Female,Hispanic
5111,Rejected without Interview,505,3.56,3.64,3.89,1.25,Female,Asian
5131,Rejected without Interview,520,3.7,3.64,,-0.29,Male,Asian
5164,Rejected without Interview,501,3.64,3.64,3.3,0.06,Female,Multiple
5242,Rejected without Interview,492,3.08,3.64,,-0.2,Female,White/Caucasian
5243,Rejected without Interview,513,3.56,3.64,,-1.07,Female,White/Caucasian
5299,Withdrew Application After Interview,503,3.59,3.64,4,-0.57,Female,Hispanic
5467,Rejected without Interview,502,3.58,3.64,3.5,-0.21,Male,Multiple
5473,Rejected without Interview,508,3.58,3.64,,-0.76,Female,Asian
6000,Rejected without Interview,494,3.38,3.64,4,,Female,Asian
6106,Rejected without Interview,507,3.55,3.64,,0.27,Female,Asian
6189,Rejected without Interview,509,3.55,3.64,,-1.17,Female,African American
6190,Rejected without Interview,496,3.42,3.64,,,Male,International
414,Rejected without Interview,504,3.58,3.63,,-2.08,Male,White/Caucasian
463,Offered Admissions-Matriculated,518,3.35,3.63,4,1,Female,Asian
593,Alternate Pool/Waitlist,507,3.48,3.63,,0.27,Male,Hispanic
686,Rejected without Interview,505,3.57,3.63,,-1.65,Male,Asian
718,Rejected without Interview,507,3.6,3.63,,-0.83,Male,White/Caucasian
725,Rejected without Interview,499,3.79,3.63,4,-0.72,Female,Hispanic
732,Offered Admissions-Matriculated,509,3.49,3.63,,0.2,Male,Hispanic
803,Alternate Pool/Waitlist,510,3.39,3.63,4,1.29,Male,Hispanic
1079,Rejected without Interview,515,3.53,3.63,4,-1.69,Male,White/Caucasian
1208,Rejected without Interview,511,3.18,3.63,,0.58,Male,White/Caucasian
1260,Alternate Pool/Waitlist,508,3.93,3.63,2.97,-0.35,Female,Asian
1376,Rejected without Interview,505,3.58,3.63,3.58,-1.62,Male,White/Caucasian
1432,Rejected without Interview,501,3.49,3.63,,-0.4,Female,White/Caucasian
1641,Rejected without Interview,495,3.36,3.63,,0.17,Male,Asian
1717,Rejected without Interview,492,3.51,3.63,3.87,0.15,Female,White/Caucasian
1797,Withdrew Application After Interview,520,3.34,3.63,,0.01,Female,Multiple
1836,Rejected without Interview,509,3.37,3.63,4,0.51,Female,White/Caucasian
1863,Alternate Pool/Waitlist,509,3.47,3.63,,1.41,Male,Asian
1960,Rejected without Interview,512,3.58,3.63,,-2.35,Male,Asian
2046,Rejected without Interview,515,3.56,3.63,,-0.27,Female,White/Caucasian
2099,Declined Admissions Offer,517,3.59,3.63,,1.19,Female,Asian
2228,Rejected without Interview,512,3.48,3.63,,-0.57,Female,White/Caucasian
2341,Rejected without Interview,503,3.36,3.63,,-0.23,Female,White/Caucasian
2348,Rejected without Interview,504,3.64,3.63,,-1.86,Male,Multiple
2728,Rejected without Interview,513,3.43,3.63,,-0.75,Male,White/Caucasian
2757,Withdrew Application Before Interview,502,3.52,3.63,3.71,-1.25,Male,African American
2771,Withdrew Application Before Interview,,3.5,3.63,,0.63,Female,Hispanic
2883,Alternate Pool/Waitlist,513,3.42,3.63,,-0.57,Female,Asian
2887,Rejected without Interview,517,3.41,3.63,,0.56,Male,White/Caucasian
2916,Rejected without Interview,510,3.56,3.63,4,1.05,Male,Hispanic
3111,Rejected without Interview,506,3.76,3.63,,-0.73,Male,White/Caucasian
3386,Rejected without Interview,495,3.6,3.63,,-1.27,Female,African American
3405,Rejected without Interview,512,3.45,3.63,,-0.36,Female,White/Caucasian
3437,Rejected without Interview,517,3.54,3.63,,0.29,Male,White/Caucasian
