Entry Year,Gender,Ethnicity,Overall GPA,Overall Science GPA,MCAT Highest,Final Status
2021,Male,White/Caucasian,3.35,3.68,503,RB
2021,Female,White/Caucasian,3.67,3.61,502,RB
2021,Male,Asian,3.76,3.63,518,RB
2021,Female,White/Caucasian,3.42,3.34,516,RB
2021,Female,Hispanic,3.41,3.04,488,RB
2021,Female,Unreported,3.98,3.97,524,RB
2021,Female,Multiple,3.32,3.42,504,RB
2021,Male,White/Caucasian,3.97,3.96,512,RB
2021,Female,White/Caucasian,3.88,3.73,514,RB
2021,Male,White/Caucasian,3.87,3.89,514,RB
2021,Male,Asian,3.37,2.99,508,RB
2021,Female,White/Caucasian,3.96,3.93,508,RB
2021,Female,Asian,3.37,2.93,503,RB
2021,Male,Asian,3.05,3.11,508,RB
2021,Female,White/Caucasian,3.76,3.64,503,RB
2021,Male,White/Caucasian,3.89,3.87,514,RB
2021,Female,White/Caucasian,3.83,3.68,512,RB
2021,Decline to Answer,Unreported,3.99,3.98,512,RB
2021,Female,White/Caucasian,3.94,3.9,522,RB
2021,Female,African American,3.2,3.04,492,RB
2021,Male,African American,3.99,3.99,505,RB
2021,Female,Asian,3.04,2.94,507,RB
2021,Female,Asian,3.97,4,511,RB
2021,Female,Multiple,3.96,3.93,509,RB
2021,Female,White/Caucasian,3.71,3.45,501,RB
2021,Female,Asian,3.61,3.46,505,RB
2021,Female,White/Caucasian,3.97,3.95,508,RB
2021,Female,Multiple,3.82,3.5,508,RB
2021,Female,White/Caucasian,3.19,3.48,488,RB
2021,Male,White/Caucasian,3.97,3.93,521,RB
2021,Female,White/Caucasian,3.61,3.46,505,RB
2021,Male,White/Caucasian,3.06,2.37,506,RB
2021,Female,White/Caucasian,3.92,4,525,RB
2021,Male,Hispanic,2.89,2.95,498,RB
2021,Male,White/Caucasian,3.65,3.44,511,RB
2021,Female,Asian,3.26,2.77,501,RB
2021,Female,Asian,3.6,3.64,519,RB
2021,Female,White/Caucasian,3.61,3.46,513,RB
2021,Male,Asian,3.92,3.84,503,RB
2021,Female,White/Caucasian,3.41,3.25,506,RB
2021,Male,Unreported,3.66,3.56,513,RB
2021,Male,White/Caucasian,2.87,3.58,520,RB
2021,Female,Asian,3.65,3.56,504,RB
2021,Female,White/Caucasian,3.74,3.62,515,RB
2021,Female,Asian,3.57,3.35,507,RB
2021,Female,Multiple,3.57,3.33,500,RB
2021,Male,Hispanic,3.43,3.31,489,RB
2021,Female,Unreported,3.78,3.72,517,RB
2021,Female,Multiple,3.58,3.57,506,RB
2021,Female,White/Caucasian,3.56,3.31,504,RB
2021,Female,White/Caucasian,3.44,3.19,508,RB
2021,Female,African American,3.65,3.33,495,RB
2021,Female,Hispanic,1.95,1.68,485,RB
2021,Male,Hispanic,4,4,512,RB
2021,Male,White/Caucasian,3.83,3.51,503,RB
2021,Female,White/Caucasian,3.9,3.86,503,RB
2021,Male,Asian,3.94,4,515,RB
2021,Male,White/Caucasian,3.76,3.63,513,RB
2021,Male,Asian,4,4,520,RB
2021,Male,Unreported,3.47,3.44,506,RB
2021,Female,White/Caucasian,3.88,3.84,501,RB
2021,Female,Asian,3.86,3.86,504,RB
2021,Female,Hispanic,3.92,3.85,505,RB
2021,Female,Asian,4,4,519,RB
2021,Male,Multiple,3.93,3.87,505,RB
2021,Female,White/Caucasian,3.84,3.8,522,RB
2021,Female,Multiple,4,4,505,RB
2021,Male,Multiple,3.74,3.69,519,RB
2021,Female,Asian,3.95,3.86,504,RB
2021,Male,Hispanic,3.34,3.1,503,RB
2021,Male,White/Caucasian,3.79,3.71,513,RB
2021,Female,Asian,3.77,3.67,500,RB
2021,Male,White/Caucasian,3.48,3.33,524,RB
2021,Female,African American,3.72,3.71,490,RB
2021,Male,White/Caucasian,3.61,3.44,505,RB
2021,Male,Multiple,3.63,3.64,504,RB
2021,Female,White/Caucasian,3.82,3.78,511,RB
2021,Male,White/Caucasian,4,4,522,RB
2021,Male,White/Caucasian,3.15,3.13,511,RB
2021,Female,White/Caucasian,4,4,510,RB
2021,Female,Unreported,3.98,3.96,514,RB
2021,Male,White/Caucasian,3.6,3.45,510,RB
2021,Female,Hispanic,3.97,3.96,504,RB
2021,Female,Hispanic,3.62,3.33,500,RB
2021,Female,Hispanic,3.36,2.99,501,RB
2021,Female,White/Caucasian,3.22,3.4,504,RB
2021,Female,Unreported,3.34,2.95,507,RB
2021,Female,African American,3.67,3.57,482,RB
2021,Female,African American,3.27,3.2,493,RB
2021,Female,White/Caucasian,3.54,3.07,504,RB
2021,Female,Asian,3.84,3.67,512,RB
2021,Female,Asian,4,4,505,RB
2021,Female,White/Caucasian,3.9,3.83,506,RB
2021,Male,White/Caucasian,3.86,3.7,515,RB
2021,Female,Hispanic,3.29,3.05,486,RB
2021,Female,Asian,3.84,3.7,519,RB
2021,Female,Asian,3.08,2.75,511,RB
2021,Female,Asian,3.43,3.71,503,RB
2021,Female,African American,2.99,2.67,495,RB
2021,Male,Asian,3.9,3.89,504,RB
2021,Female,White/Caucasian,3.87,3.84,504,RB
2021,Female,White/Caucasian,3.66,3.5,497,RB
2021,Female,Asian,3.9,3.91,517,RB
2021,Female,Unreported,3.81,3.76,515,RB
2021,Male,White/Caucasian,3.58,3.82,505,RB
2021,Male,Hispanic,3.75,3.66,501,RB
2021,Female,Asian,3.69,3.6,508,RB
2021,Female,African American,3.46,3.5,505,RB
2021,Male,Asian,4,4,512,RB
2021,Male,Asian,3.72,3.64,510,RB
2021,Female,Asian,4,4,515,RB
2021,Female,White/Caucasian,3.71,3.69,505,RB
2021,Female,White/Caucasian,3.97,3.95,508,RB
2021,Male,Multiple,3.85,3.75,512,RB
2021,Female,Asian,3.71,3.48,506,RB
2021,Female,African American,3.22,2.71,504,RB
2021,Female,Asian,3.98,4,516,RB
2021,Female,White/Caucasian,3.86,3.67,513,RB
2021,Male,Hispanic,3.57,3.52,504,RB
2021,Female,Unreported,3.79,3.74,522,RB
2021,Male,White/Caucasian,3.8,3.69,506,RB
2021,Male,White/Caucasian,3.66,3.71,513,RB
2021,Female,White/Caucasian,3.72,3.63,510,RB
2021,Male,African American,3.37,3.36,509,RB
2021,Male,White/Caucasian,3.75,3.58,507,RB
2021,Female,White/Caucasian,3.71,3.28,513,RB
2021,Male,White/Caucasian,3.98,4,510,RB
2021,Male,White/Caucasian,3.86,3.73,512,RB
2021,Male,White/Caucasian,3.57,3.53,515,RB
2021,Female,Hispanic,3.28,2.86,491,RB
2021,Male,White/Caucasian,3.31,3.24,514,RB
2021,Female,Asian,3.94,3.91,513,RB
2021,Male,Multiple,3.54,3.27,490,RB
2021,Female,Multiple,3.95,3.93,517,RB
2021,Female,Hispanic,3.56,3.4,509,RB
2021,Male,Asian,3.92,3.94,513,RB
2021,Female,Asian,3.3,3.03,506,RB
2021,Female,African American,3.62,3.54,506,RB
2021,Female,Asian,3.79,3.73,513,RB
2021,Female,African American,3.39,3.25,507,RB
2021,Female,Hispanic,3.09,2.93,492,RB
2021,Male,Asian,3.83,3.66,515,RB
2021,Female,African American,2.95,2.68,501,RB
2021,Male,White/Caucasian,3.61,3.49,512,RB
2021,Female,White/Caucasian,3.43,3.24,514,RB
2021,Female,Asian,4,4,519,RB
2021,Male,White/Caucasian,3.58,3.41,514,RB
2021,Male,Hispanic,4,4,524,RB
2021,Male,White/Caucasian,4,4,497,RB
2021,Female,White/Caucasian,3.94,4,513,RB
2021,Female,Hispanic,3.82,3.73,496,RB
2021,Female,African American,3.2,2.72,497,RB
2021,Male,Asian,3.49,3.39,492,RB
2021,Male,Asian,3.97,3.98,515,RB
2021,Female,African American,3.19,3.49,488,RB
2021,Female,White/Caucasian,4,4,513,RB
2021,Male,White/Caucasian,3.92,3.85,504,RB
2021,Female,White/Caucasian,3.28,3.07,484,RB
2021,Male,Asian,3.94,3.92,520,RB
2021,Male,Asian,3.62,3.53,518,RB
2021,Male,Multiple,3.49,3.27,489,RB
2021,Female,White/Caucasian,3.61,3.37,500,RB
2021,Female,African American,3.43,3.21,497,RB
2021,Male,Asian,3.25,3.09,508,RB
2021,Male,White/Caucasian,3.5,2.71,507,RB
2021,Female,Asian,3.65,3.51,499,RB
2021,Male,Hispanic,3.58,3.52,495,RB
2021,Female,Asian,3.61,3.55,510,RB
2021,Female,White/Caucasian,3.4,3.25,491,RB
2021,Male,White/Caucasian,3.86,3.83,498,RB
2021,Female,White/Caucasian,3.1,2.69,486,RB
2021,Male,Unreported,4,4,525,RB
2021,Male,Hispanic,3.71,3.6,512,RB
2021,Male,Asian,3.23,3.09,508,RB
2021,Female,Asian,3.97,3.94,518,RB
2021,Female,African American,3.91,3.85,504,RB
2021,Female,Hispanic,3.92,3.93,506,RB
2021,Female,Asian,3.98,4,512,RB
2021,Female,White/Caucasian,3.53,3.3,500,RB
2021,Female,White/Caucasian,3.72,3.57,505,RB
2021,Male,Hispanic,3.75,3.61,508,RB
2021,Female,White/Caucasian,3.97,3.93,513,RB
2021,Male,American Indian,3.11,3.29,502,RB
2021,Female,White/Caucasian,3.47,3.39,515,RB
2021,Male,Asian,3.68,3.5,502,RB
2021,Female,Hispanic,3.5,3.13,497,RB
2021,Female,White/Caucasian,3.69,3.28,508,RB
2021,Female,White/Caucasian,3.67,3.44,510,RB
2021,Female,Asian,3.97,4,519,RB
2021,Female,Hispanic,3.97,3.95,513,RB
2021,Female,Asian,3.6,3.27,507,RB
2021,Female,Asian,3.61,3.45,509,RB
2021,Male,White/Caucasian,3.81,3.57,513,RB
2021,Male,Asian,3.89,3.91,520,RB
2021,Female,Unreported,4,4,520,RB
2021,Female,Asian,3.67,3.65,507,RB
2021,Female,Asian,3.88,3.83,511,RB
2021,Male,Asian,3.55,3.5,520,RB
2021,Male,White/Caucasian,3.76,3.66,510,RB
2021,Female,Hispanic,3.94,3.9,500,RB
2021,Female,White/Caucasian,3.74,3.75,504,RB
2021,Female,Hispanic,3.28,3.17,501,RB
2021,Female,Asian,4,4,519,RB
2021,Male,White/Caucasian,3.69,3.61,507,RB
2021,Female,White/Caucasian,3.66,3.49,502,RB
2021,Female,White/Caucasian,3.92,3.9,505,RB
2021,Female,White/Caucasian,3.58,3.55,514,RB
2021,Female,White/Caucasian,3.85,3.73,503,RB
2021,Male,Hispanic,3.69,3.8,510,RB
2021,Female,White/Caucasian,2.8,3.35,498,RB
2021,Female,Unreported,3.82,3.71,517,RB
2021,Female,Asian,4,4,509,RB
2021,Male,White/Caucasian,3.24,3.22,516,RB
2021,Female,Asian,3.14,2.97,493,RB
2021,Female,Asian,4,4,509,RB
2021,Female,Asian,3.47,3.07,507,RB
2021,Male,White/Caucasian,3.81,3.76,503,RB
2021,Male,Asian,3.96,3.96,517,RB
2021,Female,White/Caucasian,3.09,2.68,513,RB
2021,Female,Asian,3.82,3.7,512,RB
2021,Male,White/Caucasian,2.75,2.57,515,RB
2021,Female,Asian,3.51,3.18,507,RB
2021,Female,African American,3.96,3.92,500,RB
2021,Female,Hispanic,4,4,508,RB
2021,Female,White/Caucasian,4,4,504,RB
2021,Female,White/Caucasian,2.66,2.33,492,RB
2021,Female,White/Caucasian,3.7,3.34,498,RB
2021,Male,Asian,3.92,4,506,RB
2021,Female,White/Caucasian,3.94,3.94,502,RB
2021,Male,Asian,3.79,3.72,511,RB
2021,Female,White/Caucasian,3.4,3.26,517,RB
2021,Male,White/Caucasian,3.89,3.81,506,RB
2021,Male,White/Caucasian,3.97,4,514,RB
2021,Female,Asian,3.75,3.74,485,RB
2021,Female,Asian,4,4,510,RB
2021,Female,Asian,3.76,3.75,496,RB
2021,Female,Unreported,3.61,3.47,504,RB
2021,Male,Asian,3.72,3.9,520,RB
2021,Male,White/Caucasian,3.55,3.36,494,RB
2021,Male,White/Caucasian,3.78,3.62,510,RB
2021,Male,Asian,3.94,3.92,507,RB
2021,Male,White/Caucasian,3.49,3.43,492,RB
2021,Female,White/Caucasian,3.75,3.62,498,RB
2021,Female,Hispanic,3.61,3.52,486,RB
2021,Male,White/Caucasian,3.5,3.24,508,RB
2021,Male,African American,3.83,3.84,502,RB
2021,Male,African American,3.68,3.34,484,RB
2021,Female,White/Caucasian,3.94,3.91,499,RB
2021,Male,White/Caucasian,3.77,3.77,514,RB
2021,Male,White/Caucasian,2.7,2.7,503,RB
2021,Male,White/Caucasian,3.63,3.41,517,RB
2021,Female,Hispanic,3.53,3.31,509,RB
2021,Male,White/Caucasian,3.9,3.94,508,RB
2021,Female,White/Caucasian,3.87,3.75,511,RB
2021,Male,Hispanic,3.2,3.27,511,RB
2021,Female,White/Caucasian,3.52,3.39,510,RB
2021,Male,Asian,3.66,3.36,513,RB
2021,Female,White/Caucasian,3.69,3.64,507,RB
2021,Female,White/Caucasian,3.11,2.93,497,RB
2021,Female,White/Caucasian,3.93,3.91,503,RB
2021,Female,White/Caucasian,3.81,3.69,500,RB
2021,Female,White/Caucasian,3.8,3.57,508,RB
2021,Female,Asian,3.54,3.48,504,RB
2021,Male,African American,3.57,3.3,505,RB
2021,Male,Asian,3.71,3.66,508,RB
2021,Male,Multiple,3.41,3.08,499,RB
2021,Male,Multiple,3.71,3.52,508,RB
2021,Female,Asian,3.5,3.27,496,RB
2021,Male,White/Caucasian,3.89,3.88,499,RB
2021,Male,Multiple,3.87,3.77,520,RB
2021,Male,Asian,4,4,517,RB
2021,Female,White/Caucasian,4,4,511,RB
2021,Male,White/Caucasian,4,4,519,RB
2021,Male,Asian,3.47,3.42,511,RB
2021,Male,Hispanic,3.73,3.5,491,RB
2021,Male,Multiple,3.74,3.73,510,RB
2021,Male,Hispanic,3.94,3.88,508,RB
2021,Female,White/Caucasian,3.23,3.14,495,RB
2021,Female,White/Caucasian,3.62,3.36,495,RB
2021,Female,Asian,3.87,3.86,515,RB
2021,Male,White/Caucasian,3.57,3.42,491,RB
2021,Female,White/Caucasian,3.88,3.86,504,RB
2021,Male,Asian,3.81,3.76,513,RB
2021,Female,White/Caucasian,3.84,3.78,496,RB
2021,Female,Hispanic,3.71,3.6,480,RB
2021,Female,Unreported,3.82,3.67,515,RB
2021,Female,White/Caucasian,3.34,3.23,501,RB
2021,Male,Asian,3.1,2.71,509,RB
2021,Male,White/Caucasian,3.58,3.43,502,RB
2021,Female,African American,3.26,3.24,499,RB
2021,Male,Hispanic,3.92,3.94,516,RB
2021,Female,Asian,3.44,3.18,509,RB
2021,Female,Asian,3.71,3.6,507,RB
2021,Male,Asian,3.34,3.24,505,RB
2021,Female,Asian,3.46,3.2,499,RB
2021,Male,Asian,3.97,4,510,RB
2021,Female,African American,3.56,3.42,509,RB
2021,Female,Asian,3.96,3.94,500,RB
2021,Female,Asian,3.89,3.86,510,RB
2021,Female,White/Caucasian,3.63,3.45,512,RB
2021,Female,White/Caucasian,3.83,3.74,511,RB
2021,Female,Asian,2.94,2.9,493,RB
2021,Male,Asian,3.69,3.61,509,RB
2021,Male,Asian,3.77,3.71,511,RB
2021,Female,Hispanic,3.79,3.68,497,RB
2021,Male,Hispanic,3.77,3.74,505,RB
2021,Female,Asian,4,4,515,RB
2021,Female,White/Caucasian,4,4,511,RB
2021,Male,White/Caucasian,2.91,3.25,502,RB
2021,Male,White/Caucasian,3.75,3.53,500,RB
2021,Male,White/Caucasian,3.64,3.51,509,RB
2021,Male,Unreported,3.58,3.43,514,RB
2021,Female,Asian,3.94,3.91,512,RB
2021,Female,Hispanic,3.98,3.97,508,RB
2021,Male,White/Caucasian,3.33,3.31,514,RB
2021,Female,White/Caucasian,3.79,3.71,507,RB
2021,Female,White/Caucasian,3.87,3.73,504,RB
2021,Female,Asian,3.98,3.95,495,RB
2021,Male,White/Caucasian,4,4,519,RB
2021,Male,Asian,3.25,3.12,510,RB
2021,Male,White/Caucasian,3.43,3.1,510,RB
2021,Male,Asian,3.92,3.92,515,RB
2021,Female,White/Caucasian,3.81,3.76,505,RB
2021,Female,White/Caucasian,3.98,3.96,505,RB
2021,Female,Asian,3.91,3.84,518,RB
2021,Female,Multiple,3.82,3.71,514,RB
2021,Male,Asian,3.97,3.95,520,RB
2021,Female,White/Caucasian,3.94,3.9,499,RB
2021,Male,Multiple,3.73,3.93,511,RB
2021,Female,White/Caucasian,4,4,519,RB
2021,Female,Hispanic,3.79,3.74,508,RB
2021,Male,Multiple,3.84,3.7,511,RB
2021,Female,Asian,3.82,3.55,517,RB
2021,Male,Asian,3.92,3.82,512,RB
2021,Male,Asian,3.25,2.87,506,RB
2021,Female,White/Caucasian,3.12,2.81,496,RB
2021,Female,White/Caucasian,3.72,3.56,504,RB
2021,Female,Asian,3.09,2.67,508,RB
2021,Female,White/Caucasian,3.04,2.87,490,RB
2021,Female,White/Caucasian,3.89,3.85,510,RB
2021,Female,White/Caucasian,3.73,3.69,511,RB
2021,Male,Asian,3.92,3.99,525,RB
2021,Male,Asian,3.59,3.53,505,RB
2021,Female,Asian,3.97,3.95,522,RB
2021,Male,Hispanic,3.45,3.24,507,RB
2021,Female,Hispanic,3.66,3.51,491,RB
2021,Male,White/Caucasian,3.91,3.74,516,RB
2021,Female,White/Caucasian,3.89,3.7,511,RB
2021,Female,White/Caucasian,3.76,3.57,502,RB
2021,Male,White/Caucasian,3.73,3.77,501,RB
2021,Female,White/Caucasian,3.56,3.83,500,RB
2021,Male,Asian,3.82,3.82,522,RB
2021,Male,White/Caucasian,4,4,518,RB
2021,Female,White/Caucasian,3.82,3.61,517,RB
2021,Male,Hispanic,3.77,3.8,492,RB
2021,Male,Asian,3.03,2.69,497,RB
2021,Female,Asian,3.84,3.78,519,RB
2021,Female,White/Caucasian,3.75,3.65,511,RB
2021,Male,Asian,3.51,3.25,507,RB
2021,Female,Asian,3.83,3.83,506,RB
2021,Female,Multiple,3.9,3.9,506,RB
2021,Decline to Answer,African American,3.28,3,501,RB
2021,Female,White/Caucasian,3.58,3.43,502,RB
2021,Female,White/Caucasian,4,4,506,RB
2021,Male,Asian,3.76,3.71,515,RB
2021,Male,Hispanic,3.29,2.77,519,RB
2021,Female,Asian,3.94,3.94,509,RB
2021,Female,Hispanic,3.69,3.59,496,RB
2021,Female,White/Caucasian,3.76,3.68,505,RB
2021,Male,Asian,3.99,3.99,516,RB
2021,Male,Asian,3.77,3.7,518,RB
2021,Male,Asian,4,4,522,RB
2021,Male,Asian,2.86,2.49,491,RB
2021,Female,White/Caucasian,3.96,3.95,513,RB
2021,Male,White/Caucasian,3.37,3.19,498,RB
2021,Male,Asian,4,4,525,RB
2021,Male,Hispanic,3.41,3,506,RB
2021,Male,Hispanic,3.72,3.49,520,RB
2021,Decline to Answer,White/Caucasian,3.36,2.98,514,RB
2021,Male,Unreported,3.48,3.4,507,RB
2021,Male,White/Caucasian,3.16,2.98,515,RB
2021,Female,Asian,3.86,3.72,513,RB
2021,Male,White/Caucasian,3.96,3.92,512,RB
2021,Female,White/Caucasian,3.67,3.33,505,RB
2021,Female,Asian,2.48,2.07,494,RB
2021,Female,White/Caucasian,3.87,3.82,508,RB
2021,Female,Asian,3.71,3.72,506,RB
2021,Male,Multiple,4,4,519,RB
2021,Male,Hispanic,3.38,3.33,510,RB
2021,Male,Asian,3.72,3.65,511,RB
2021,Female,Asian,3.68,3.14,505,RB
2021,Male,Asian,3.74,3.48,505,RB
2021,Female,White/Caucasian,3.84,3.78,503,RB
2021,Female,Asian,3.84,3.77,516,RB
2021,Female,Asian,4,4,506,RB
2021,Female,Unreported,3.77,3.55,519,RB
2021,Female,White/Caucasian,3.89,3.9,500,RB
2021,Male,Asian,3.97,3.97,518,RB
2021,Female,White/Caucasian,3.97,3.94,503,RB
2021,Female,Asian,3.49,3.26,508,RB
2021,Male,White/Caucasian,3.91,3.92,516,RB
2021,Male,Asian,3.72,3.68,505,RB
2021,Female,African American,3.42,3.35,486,RB
2021,Decline to Answer,Unreported,2.51,2.81,508,RB
2021,Female,White/Caucasian,3.91,3.77,503,RB
2021,Female,Multiple,3.83,3.86,503,RB
2021,Female,White/Caucasian,3.77,3.72,509,RB
2021,Female,White/Caucasian,3.57,3.41,503,RB
2021,Female,White/Caucasian,3.89,3.83,517,RB
2021,Female,White/Caucasian,3.86,3.78,504,RB
2021,Male,Asian,3.9,3.95,501,RB
2021,Female,African American,3.77,3.77,504,RB
2021,Female,Asian,3.75,3.63,509,RB
2021,Female,White/Caucasian,4,4,518,RB
2021,Female,African American,3.89,3.94,486,RB
2021,Male,White/Caucasian,3.03,2.28,485,RB
2021,Male,White/Caucasian,3.69,3.54,514,RB
2021,Male,White/Caucasian,3.55,3.43,509,RB
2021,Female,Multiple,3.97,3.96,518,RB
2021,Female,Asian,3.79,3.71,508,RB
2021,Female,White/Caucasian,3.42,3.14,506,RB
2021,Female,Asian,3.57,3.51,502,RB
2021,Male,Hispanic,3.69,3.6,507,RB
2021,Male,White/Caucasian,3.91,3.87,494,RB
2021,Male,White/Caucasian,3.63,3.54,517,RB
2021,Female,White/Caucasian,3.81,3.62,506,RB
2021,Female,White/Caucasian,3.28,2.98,495,RB
2021,Male,Asian,3.47,3.03,508,RB
2021,Male,Asian,4,4,521,RB
2021,Male,White/Caucasian,3.98,3.96,513,RB
2021,Decline to Answer,Asian,3.88,3.8,515,RB
2021,Male,White/Caucasian,3.49,3.45,511,RB
2021,Male,Hispanic,3.84,3.79,489,RB
2021,Male,Hispanic,3.75,3.63,498,RB
2021,Male,White/Caucasian,3.35,3.42,508,RB
2021,Male,White/Caucasian,3.88,3.88,515,RB
2021,Female,White/Caucasian,3.93,3.91,501,RB
2021,Female,Hispanic,3.98,3.95,512,RB
2021,Female,Asian,3.41,3.2,500,RB
2021,Female,Asian,3.97,3.94,506,RB
2021,Female,African American,3.7,3.42,501,RB
2021,Male,Asian,3.82,3.79,517,RB
2021,Male,White/Caucasian,3.34,3.25,500,RB
2021,Female,Asian,3.91,3.76,513,RB
2021,Female,White/Caucasian,4,4,517,RB
2021,Male,Hispanic,3.84,3.71,491,RB
2021,Female,Hispanic,3.11,2.86,504,RB
2021,Female,Asian,3.38,3.29,500,RB
2021,Female,White/Caucasian,3.73,3.59,502,RB
2021,Female,Asian,3.64,3.55,507,RB
2021,Female,White/Caucasian,3.37,3.17,511,RB
2021,Male,White/Caucasian,3.33,3.12,505,RB
2021,Female,White/Caucasian,3.5,3.25,503,RB
2021,Male,White/Caucasian,3.88,3.81,510,RB
2021,Female,Hispanic,3.86,3.82,504,RB
2021,Female,Multiple,3.3,3.26,508,RB
2021,Female,Asian,3.8,3.61,492,RB
2021,Male,White/Caucasian,3.63,3.51,509,RB
2021,Male,Hispanic,3.59,3.54,511,RB
2021,Female,Asian,3.53,3.31,496,RB
2021,Female,White/Caucasian,3.79,3.67,516,RB
2021,Female,White/Caucasian,3.83,3.83,517,RB
2021,Male,White/Caucasian,3.54,3.62,514,RB
2021,Male,Multiple,3.93,3.85,515,RB
2021,Female,White/Caucasian,3.79,3.61,523,RB
2021,Female,White/Caucasian,4,4,517,RB
2021,Female,Multiple,3.59,3.4,505,RB
2021,Female,White/Caucasian,3.28,2.81,499,RB
2021,Female,Hispanic,3.88,3.8,505,RB
2021,Male,White/Caucasian,3.81,3.71,517,RB
2021,Male,White/Caucasian,3.41,3.01,501,RB
2021,Female,Hispanic,3.54,3.47,484,RB
2021,Male,White/Caucasian,3.7,3.55,510,RB
2021,Male,Hawaiian/Pacific Islander,3.28,3.2,498,RB
2021,Female,Asian,3.42,2.99,495,RB
2021,Male,Hispanic,3.68,3.62,493,RB
2021,Male,White/Caucasian,3.93,3.97,515,RB
2021,Female,White/Caucasian,3.9,3.87,508,RB
2021,Male,White/Caucasian,3.92,3.92,515,RB
2021,Male,Multiple,3.9,3.9,498,RB
2021,Male,White/Caucasian,4,4,506,RB
2021,Female,Asian,3.97,3.96,500,RB
2021,Male,Hispanic,3.78,3.72,499,RB
2021,Male,Asian,3.92,3.97,519,RB
2021,Female,Hispanic,3.7,3.6,506,RB
2021,Female,Hispanic,3.56,3.38,494,RB
2021,Female,Hispanic,3.54,3.36,505,RB
2021,Male,American Indian,3.42,3.14,492,RB
2021,Female,Hispanic,3.59,3.56,504,RB
2021,Male,Asian,3.54,3.16,505,RB
2021,Male,White/Caucasian,3.69,3.44,507,RB
2021,Male,White/Caucasian,3.99,3.99,506,RB
2021,Female,Asian,3.67,3.63,508,RB
2021,Male,Multiple,3.83,3.72,501,RB
2021,Male,Multiple,3.48,3.09,502,RB
2021,Female,Multiple,3.69,3.71,508,RB
2021,Male,White/Caucasian,4,4,522,RB
2021,Female,Asian,3.59,3.3,495,RB
2021,Female,White/Caucasian,3.64,3.56,513,RB
2021,Female,White/Caucasian,4,4,523,RB
2021,Female,White/Caucasian,3.81,3.66,507,RB
2021,Male,Asian,3.56,3.39,515,RB
2021,Female,African American,3.43,3.11,491,RB
2021,Male,White/Caucasian,3.96,3.96,511,RB
2021,Female,White/Caucasian,3.28,3.27,513,RB
2021,Male,Asian,3.86,3.92,520,RB
2021,Male,Asian,3.92,3.83,523,RB
2021,Male,White/Caucasian,3.98,3.95,524,RB
2021,Female,Hispanic,3.77,3.71,499,RB
2021,Female,White/Caucasian,3.23,3.05,493,RB
2021,Female,Asian,3.83,3.55,517,RB
2021,Male,White/Caucasian,3.85,3.78,510,RB
2021,Female,Hispanic,3.08,2.78,494,RB
2021,Male,Hispanic,3.85,4,493,RB
2021,Male,White/Caucasian,3.95,3.89,492,RB
2021,Female,White/Caucasian,3.93,3.95,510,RB
2021,Male,Multiple,3.39,3.47,507,RB
2021,Female,Hispanic,3.94,3.91,511,RB
2021,Female,Hispanic,3.77,3.66,519,RB
2021,Male,White/Caucasian,3.86,3.73,508,RB
2021,Female,Asian,3.82,3.71,504,RB
2021,Female,African American,3.23,2.99,508,RB
2021,Female,Multiple,3.45,3.27,509,RB
2021,Female,White/Caucasian,3.59,3.26,509,RB
2021,Female,African American,3.98,4,507,RB
2021,Male,White/Caucasian,3.71,3.47,517,RB
2021,Female,White/Caucasian,3.93,3.89,512,RB
2021,Male,White/Caucasian,3.6,3.34,499,RB
2021,Male,White/Caucasian,4,4,511,RB
2021,Male,Asian,4,4,521,RB
2021,Male,Asian,3.89,3.84,522,RB
2021,Female,Asian,3.09,2.89,489,RB
2021,Female,White/Caucasian,4,4,510,RB
2021,Male,Hispanic,3.54,3.41,505,RB
2021,Male,Asian,3.45,3.38,514,RB
2021,Male,Multiple,3.77,3.81,520,RB
2021,Male,White/Caucasian,3.62,3.42,509,RB
2021,Decline to Answer,White/Caucasian,3.72,3.8,507,RB
2021,Female,White/Caucasian,3.73,3.46,502,RB
2021,Female,White/Caucasian,2.93,2.58,502,RB
2021,Male,White/Caucasian,3.63,3.5,499,RB
2021,Male,White/Caucasian,3.9,3.84,510,RB
2021,Female,White/Caucasian,3.98,4,506,RB
2021,Female,White/Caucasian,3.7,3.56,501,RB
2021,Male,Hispanic,2.66,2.33,490,RB
2021,Female,White/Caucasian,3.62,3.49,511,RB
2021,Male,White/Caucasian,3.43,3.03,511,RB
2021,Male,White/Caucasian,3.87,3.78,512,RB
2021,Male,White/Caucasian,4,4,516,RB
2021,Female,White/Caucasian,4,4,519,RB
2021,Male,White/Caucasian,4,4,508,RB
2021,Female,Asian,3.96,3.93,510,RB
2021,Decline to Answer,White/Caucasian,3.87,3.82,521,RB
2021,Male,African American,3.36,3.24,502,RB
2021,Female,White/Caucasian,3.88,3.79,509,RB
2021,Female,White/Caucasian,3.89,3.83,504,RB
2021,Female,White/Caucasian,3.97,3.95,509,RB
2021,Male,Asian,3.88,3.85,522,RB
2021,Male,White/Caucasian,3.24,3.51,516,RB
2021,Male,Asian,3.88,3.8,499,RB
2021,Female,African American,3.95,3.96,496,RB
2021,Male,Asian,3.96,4,506,RB
2021,Female,White/Caucasian,3.9,3.93,496,RB
2021,Female,Asian,3.76,3.71,499,RB
